,Date,Home Team,Away Team,Home 1H Points,Away 1H Points,Home Full Points,Away Full Points
0,"Friday, November 9, 2012", Texas Tech, Prairie View A&M,51,38,89,79
0,"Friday, November 9, 2012", Mississippi, Mississippi Valley St.,44,21,93,57
0,"Friday, November 9, 2012", Colorado St., Montana,27,34,72,65
0,"Friday, November 9, 2012", DePaul, UC Riverside,39,28,91,59
0,"Friday, November 9, 2012", Gonzaga, Southern Utah,44,27,103,65
0,"Friday, November 9, 2012", Stony Brook, Marist,25,32,60,57
0,"Friday, November 9, 2012", BYU, Tennessee St.,34,28,81,66
0,"Friday, November 9, 2012", New Orleans, San Jose St.,25,30,72,68
0,"Friday, November 9, 2012", UT Arlington, Cal St. Bakersfield,29,30,62,60
0,"Friday, November 9, 2012", Oregon St., Niagara,53,39,102,83
0,"Friday, November 9, 2012", Oklahoma St., UC Davis,37,32,73,65
0,"Friday, November 9, 2012", UTEP, Oral Roberts,31,28,69,49
0,"Friday, November 9, 2012", Alabama, South Dakota St.,27,29,70,67
0,"Friday, November 9, 2012", Iowa, Texas Pan American,45,24,86,55
0,"Friday, November 9, 2012", Houston Baptist, Arkansas Pine Bluff,30,28,72,68
0,"Friday, November 9, 2012", Wright St., Idaho,29,40,80,70
0,"Friday, November 9, 2012", Cal St. Northridge, Pepperdine,33,38,81,75
0,"Friday, November 9, 2012", UCLA, Indiana St.,36,27,86,59
0,"Friday, November 9, 2012", Stanford, San Francisco,32,31,74,62
0,"Friday, November 9, 2012", USC, Coppin St.,40,30,87,73
0,"Friday, November 9, 2012", Hawaii, Maryland Eastern Shore,39,29,76,64
0,"Friday, November 9, 2012", Morehead St., LIU Brooklyn,37,38,77,74
0,"Friday, November 9, 2012", Tennessee, Kennesaw St.,42,30,76,67
0,"Friday, November 9, 2012", N.C. State, Miami OH,41,22,97,59
0,"Friday, November 9, 2012", George Mason, Virginia,28,25,63,59
0,"Saturday, November 10, 2012", Notre Dame, Evansville,28,21,58,49
0,"Saturday, November 10, 2012", Princeton, Buffalo,21,22,57,53
0,"Saturday, November 10, 2012", Vanderbilt, Nicholls St.,28,22,80,65
0,"Saturday, November 10, 2012", Green Bay, Chicago St.,30,33,72,67
0,"Saturday, November 10, 2012", Air Force, Army,37,30,76,65
0,"Saturday, November 10, 2012", Butler, Elon,43,26,74,59
0,"Saturday, November 10, 2012", Providence, NJIT,32,29,64,63
0,"Saturday, November 10, 2012", Ohio, Portland,33,33,81,52
0,"Saturday, November 10, 2012", Virginia Tech, East Tennessee St.,43,28,80,62
0,"Saturday, November 10, 2012", La Salle, Delaware,38,32,73,66
0,"Saturday, November 10, 2012", Quinnipiac, Hartford,32,29,65,61
0,"Saturday, November 10, 2012", Missouri, SIU Edwardsville,40,34,83,69
0,"Saturday, November 10, 2012", The Citadel, VMI,34,34,84,76
0,"Saturday, November 10, 2012", Youngstown St., George Washington,32,43,80,73
0,"Saturday, November 10, 2012", UTSA, Holy Cross,30,34,60,56
0,"Saturday, November 10, 2012", Sacred Heart, Yale,28,44,85,82
0,"Saturday, November 10, 2012", UCF, South Florida,24,40,74,56
0,"Saturday, November 10, 2012", Dayton, Arkansas St.,34,27,74,61
0,"Saturday, November 10, 2012", Columbia, Furman,17,37,68,47
0,"Saturday, November 10, 2012", Cornell, Western Michigan,26,24,63,55
0,"Saturday, November 10, 2012", Dartmouth, Maine,28,26,67,54
0,"Saturday, November 10, 2012", Old Dominion, Morgan St.,28,27,72,61
0,"Saturday, November 10, 2012", Arizona St., Central Arkansas,49,31,79,64
0,"Saturday, November 10, 2012", Oregon, Northern Arizona,45,35,83,73
0,"Saturday, November 10, 2012", Washington St., Eastern Washington,39,20,88,69
0,"Saturday, November 10, 2012", Southern Miss, Western Kentucky,30,22,67,64
0,"Saturday, November 10, 2012", Fairfield, Central Connecticut,34,31,64,63
0,"Saturday, November 10, 2012", Wichita St., North Carolina Central,36,18,71,57
0,"Saturday, November 10, 2012", Utah St., Idaho St.,30,23,56,48
0,"Saturday, November 10, 2012", UC Irvine, Nevada,41,35,78,64
0,"Sunday, November 11, 2012", Villanova, Marshall,43,35,80,68
0,"Sunday, November 11, 2012", Ball St., Grambling St.,35,26,78,51
0,"Sunday, November 11, 2012", Ohio St., Albany,39,25,82,60
0,"Sunday, November 11, 2012", Illinois Chicago, UC Riverside,30,25,59,52
0,"Sunday, November 11, 2012", UNC Wilmington, UNC Asheville,27,27,67,59
0,"Sunday, November 11, 2012", Purdue, Hofstra,42,17,83,54
0,"Sunday, November 11, 2012", Wisconsin, Southeastern Louisiana,43,17,87,47
0,"Sunday, November 11, 2012", Cincinnati, Tennessee Martin,43,17,80,57
0,"Sunday, November 11, 2012", Brown, Binghamton,25,25,58,49
0,"Sunday, November 11, 2012", Boston College, FIU,49,33,84,70
0,"Sunday, November 11, 2012", UTSA, Old Dominion,37,40,79,70
0,"Sunday, November 11, 2012", Siena, Navy,23,21,54,49
0,"Sunday, November 11, 2012", North Carolina, Florida Atlantic,32,24,80,56
0,"Sunday, November 11, 2012", Jacksonville St., Eastern Michigan,27,24,61,54
0,"Sunday, November 11, 2012", Oklahoma, Louisiana Monroe,38,22,85,51
0,"Sunday, November 11, 2012", South Carolina, Milwaukee,23,38,82,75
0,"Sunday, November 11, 2012", Florida, Alabama St.,47,9,84,35
0,"Sunday, November 11, 2012", Boise St., Texas Southern,49,30,81,63
0,"Sunday, November 11, 2012", Louisville, Manhattan,28,19,79,51
0,"Sunday, November 11, 2012", Holy Cross, Morgan St.,37,28,74,73
0,"Sunday, November 11, 2012", Marquette, Colgate,42,31,84,63
0,"Sunday, November 11, 2012", Louisiana Lafayette, Oakland,37,42,90,79
0,"Sunday, November 11, 2012", Arizona, Charleston Southern,43,39,82,73
0,"Sunday, November 11, 2012", Georgetown, Duquesne,27,21,61,55
0,"Sunday, November 11, 2012", SMU, Loyola Marymount,35,26,73,58
0,"Sunday, November 11, 2012", Nebraska, Southern,31,25,66,55
0,"Sunday, November 11, 2012", Washington, Loyola MD,33,31,85,63
0,"Sunday, November 11, 2012", Houston Baptist, Maryland Eastern Shore,27,40,70,55
0,"Sunday, November 11, 2012", Seattle, Montana St.,39,24,87,72
0,"Sunday, November 11, 2012", Oregon St., New Mexico St.,41,30,71,62
0,"Sunday, November 11, 2012", Hawaii, Arkansas Pine Bluff,33,27,81,54
0,"Sunday, November 11, 2012", California, Cal St. Bakersfield,45,28,78,65
0,"Sunday, November 11, 2012", Baylor, Jackson St.,40,23,78,47
0,"Monday, November 12, 2012", Gonzaga, West Virginia,45,18,84,50
0,"Monday, November 12, 2012", New Mexico, Davidson,31,45,86,81
0,"Monday, November 12, 2012", Hawaii, Houston Baptist,38,23,73,60
0,"Monday, November 12, 2012", Pittsburgh, Fordham,37,18,86,51
0,"Monday, November 12, 2012", Cleveland St., Bowling Green,33,33,79,73
0,"Monday, November 12, 2012",s, Central Connecticut,24,32,64,61
0,"Monday, November 12, 2012", William & Mary, Liberty,38,23,71,59
0,"Monday, November 12, 2012", American, Quinnipiac,28,29,61,55
0,"Monday, November 12, 2012", Youngstown St., Georgia,14,25,68,56
0,"Monday, November 12, 2012", Seton Hall, Norfolk St.,31,29,78,65
0,"Monday, November 12, 2012", Northwestern St., Campbell,22,38,71,67
0,"Monday, November 12, 2012", Clemson, Presbyterian,38,21,77,44
0,"Monday, November 12, 2012", Canisius, Boston University,38,28,83,75
0,"Monday, November 12, 2012", Lafayette, LIU Brooklyn,47,46,98,94
0,"Monday, November 12, 2012", Notre Dame, Monmouth,35,23,84,57
0,"Monday, November 12, 2012", Virginia, Fairfield,28,30,54,45
0,"Monday, November 12, 2012",s, Yale,25,15,61,35
0,"Monday, November 12, 2012", Providence, Bryant,47,21,81,49
0,"Monday, November 12, 2012", Florida St., Buffalo,47,30,95,68
0,"Monday, November 12, 2012", Utah Valley, North Carolina A&T,25,30,64,55
0,"Monday, November 12, 2012", Virginia Tech, Rhode Island,36,24,69,50
0,"Monday, November 12, 2012", Indiana, North Dakota St.,42,29,87,61
0,"Monday, November 12, 2012", Kennesaw St., South Carolina St.,27,32,67,65
0,"Monday, November 12, 2012", Rutgers, Sacred Heart,41,21,88,62
0,"Monday, November 12, 2012", Iowa, Central Michigan,29,26,73,61
0,"Monday, November 12, 2012", Minnesota, Toledo,48,22,82,56
0,"Monday, November 12, 2012", Texas A&M, Troy,45,29,83,65
0,"Monday, November 12, 2012", Illinois St., UC Santa Barbara,49,29,100,72
0,"Monday, November 12, 2012", Southern Illinois, New Orleans,26,42,72,55
0,"Monday, November 12, 2012", Iowa St., Alabama A&M,41,14,98,40
0,"Monday, November 12, 2012", Texas, Coppin St.,33,19,69,46
0,"Monday, November 12, 2012", Maryland, Morehead St.,35,19,67,45
0,"Monday, November 12, 2012", Bradley, Texas Pan American,37,24,78,61
0,"Monday, November 12, 2012", Kansas St., Lamar,43,15,79,55
0,"Monday, November 12, 2012", Illinois, St. Francis NY,45,25,89,64
0,"Monday, November 12, 2012", Lehigh, Robert Morris,23,38,89,60
0,"Monday, November 12, 2012", Michigan, IUPUI,45,31,91,54
0,"Monday, November 12, 2012", Oregon, Portland St.,51,33,80,69
0,"Monday, November 12, 2012", Delaware, Penn,43,35,84,69
0,"Monday, November 12, 2012", UNLV, Northern Arizona,45,23,92,54
0,"Monday, November 12, 2012", Cal St. Northridge, Eastern Washington,36,32,96,79
0,"Monday, November 12, 2012", Arkansas Pine Bluff, Maryland Eastern Shore,26,19,62,52
0,"Monday, November 12, 2012", Stanford, Cal St. Fullerton,31,31,81,68
0,"Tuesday, November 13, 2012", Stony Brook, Rider,21,28,54,46
0,"Tuesday, November 13, 2012", Valparaiso, Northern Illinois,23,17,69,46
0,"Tuesday, November 13, 2012", Massachusetts, Harvard,38,37,67,64
0,"Tuesday, November 13, 2012", Missouri, Alcorn St.,30,23,91,54
0,"Tuesday, November 13, 2012", Temple, Kent St.,32,40,80,66
0,"Tuesday, November 13, 2012",s, Detroit,29,37,77,74
0,"Tuesday, November 13, 2012", Xavier, Butler,36,29,62,47
0,"Tuesday, November 13, 2012", Wichita St., VCU,24,28,53,51
0,"Tuesday, November 13, 2012", UCF, Alabama St.,40,25,85,56
0,"Tuesday, November 13, 2012", Middle Tennessee, Savannah St.,29,23,58,55
0,"Tuesday, November 13, 2012", Bucknell, George Mason,31,27,61,56
0,"Tuesday, November 13, 2012", Richmond, UNC Wilmington,51,31,101,58
0,"Tuesday, November 13, 2012", New Hampshire, Dartmouth,26,29,72,58
0,"Tuesday, November 13, 2012",s, Hartford,32,35,70,63
0,"Tuesday, November 13, 2012", Miami OH, Grambling St.,27,23,80,54
0,"Tuesday, November 13, 2012", Northeastern, Princeton,44,32,67,66
0,"Tuesday, November 13, 2012", High Point, Appalachian St.,26,48,86,64
0,"Tuesday, November 13, 2012", Michigan St., Kansas,35,32,67,64
0,"Tuesday, November 13, 2012", Connecticut, Vermont,32,23,67,49
0,"Tuesday, November 13, 2012", Niagara, St. Francis PA,45,24,86,69
0,"Tuesday, November 13, 2012", Cincinnati, Mississippi Valley St.,43,23,102,60
0,"Tuesday, November 13, 2012", Stetson, Florida A&M,48,29,88,66
0,"Tuesday, November 13, 2012", Indiana St., Winthrop,36,30,66,55
0,"Tuesday, November 13, 2012", Florida Gulf Coast, Miami FL,32,25,63,51
0,"Tuesday, November 13, 2012", Charlotte, Georgia Southern,37,34,66,53
0,"Tuesday, November 13, 2012", Northwestern, Texas Southern,43,14,79,49
0,"Tuesday, November 13, 2012", Mississippi, Coastal Carolina,36,39,90,72
0,"Tuesday, November 13, 2012", Wright St., Eastern Illinois,17,32,56,44
0,"Tuesday, November 13, 2012", Mississippi St., Florida Atlantic,43,26,78,58
0,"Tuesday, November 13, 2012", South Dakota St., Tennessee St.,42,27,78,71
0,"Tuesday, November 13, 2012", Tulane, Bethune Cookman,37,31,65,55
0,"Tuesday, November 13, 2012", Western Kentucky, Austin Peay,33,33,74,54
0,"Tuesday, November 13, 2012", LSU, McNeese St.,38,22,73,48
0,"Tuesday, November 13, 2012", BYU, Georgia St.,44,26,80,62
0,"Tuesday, November 13, 2012", Marquette, Southeastern Louisiana,32,29,64,53
0,"Tuesday, November 13, 2012", Boise St., Oakland,37,35,88,80
0,"Tuesday, November 13, 2012", California, Pepperdine,36,26,79,62
0,"Tuesday, November 13, 2012", Duke, Kentucky,31,33,75,68
0,"Tuesday, November 13, 2012", USC, Long Beach St.,29,24,62,44
0,"Tuesday, November 13, 2012", Albany, Washington,27,31,63,62
0,"Tuesday, November 13, 2012", Houston, San Jose St.,26,44,77,75
0,"Tuesday, November 13, 2012", UCLA, UC Irvine,36,34,80,79
0,"Wednesday, November 14, 2012", Lipscomb, Gardner Webb,36,29,66,62
0,"Wednesday, November 14, 2012", Georgetown, Liberty,41,25,68,59
0,"Wednesday, November 14, 2012", Savannah St., North Florida,22,31,54,47
0,"Wednesday, November 14, 2012", Florida, Wisconsin,43,31,74,56
0,"Wednesday, November 14, 2012", St. Bonaventure, Cornell,24,35,72,68
0,"Wednesday, November 14, 2012", Delaware St., Wagner,36,26,73,69
0,"Wednesday, November 14, 2012", Georgia Tech, Presbyterian,24,25,52,38
0,"Wednesday, November 14, 2012", Holy Cross, Maine,27,25,57,54
0,"Wednesday, November 14, 2012", Colgate, Marist,40,27,74,60
0,"Wednesday, November 14, 2012", Navy, Binghamton,37,26,75,52
0,"Wednesday, November 14, 2012", SIU Edwardsville, Western Illinois,31,28,62,50
0,"Wednesday, November 14, 2012", Texas Tech, Nebraska Omaha,43,37,91,63
0,"Wednesday, November 14, 2012", Louisiana Tech, Arkansas Little Rock,32,20,70,52
0,"Wednesday, November 14, 2012", Northern Iowa, Toledo,41,38,84,81
0,"Wednesday, November 14, 2012", Santa Clara, Saint Louis,31,44,74,62
0,"Wednesday, November 14, 2012", Creighton, UAB,33,37,77,60
0,"Wednesday, November 14, 2012", Denver, Texas A&M Corpus Chris,31,23,68,51
0,"Wednesday, November 14, 2012", Wyoming, North Carolina Central,38,36,73,60
0,"Wednesday, November 14, 2012", Fresno St., UC Riverside,11,13,39,30
0,"Wednesday, November 14, 2012", San Diego, Northern Kentucky,30,26,65,61
0,"Wednesday, November 14, 2012", Washington St., Utah Valley,45,22,72,49
0,"Wednesday, November 14, 2012", Sacramento St., Cal St. Bakersfield,34,28,85,67
0,"Wednesday, November 14, 2012", Loyola MD, UMBC,45,30,86,70
0,"Wednesday, November 14, 2012", Southern, South Dakota,42,34,83,79
0,"Thursday, November 15, 2012", Colorado, Dayton,23,27,67,57
0,"Thursday, November 15, 2012", Oklahoma St., Akron,33,32,69,65
0,"Thursday, November 15, 2012", SMU, TCU,26,33,64,61
0,"Thursday, November 15, 2012", Tennessee, UNC Asheville,38,28,75,68
0,"Thursday, November 15, 2012", Baylor, Boston College,43,41,84,74
0,"Thursday, November 15, 2012",s, College of Charleston,26,36,64,53
0,"Thursday, November 15, 2012", N.C. State, Penn St.,26,35,72,55
0,"Thursday, November 15, 2012", North Carolina Central, Southern,33,28,59,55
0,"Thursday, November 15, 2012", Norfolk St., Longwood,29,43,78,66
0,"Thursday, November 15, 2012", Richmond, Hampton,34,28,68,58
0,"Thursday, November 15, 2012", Alabama, Oregon St.,32,35,65,62
0,"Thursday, November 15, 2012", Louisville, Samford,42,13,80,54
0,"Thursday, November 15, 2012", Illinois St., Drexel,43,37,86,84
0,"Thursday, November 15, 2012", Virginia Tech, VMI,46,30,95,80
0,"Thursday, November 15, 2012", Indiana, Sam Houston St.,52,25,99,45
0,"Thursday, November 15, 2012", Tulsa, Northern Kentucky,36,34,76,56
0,"Thursday, November 15, 2012", Central Connecticut, Brown,45,30,86,71
0,"Thursday, November 15, 2012", Massachusetts, Providence,41,35,77,75
0,"Thursday, November 15, 2012", American,s,29,26,62,57
0,"Thursday, November 15, 2012", Minnesota, Tennessee St.,39,21,72,43
0,"Thursday, November 15, 2012", Northwestern, Mississippi Valley St.,40,38,81,68
0,"Thursday, November 15, 2012", Murray St., Auburn,19,45,79,59
0,"Thursday, November 15, 2012", Southern Miss, Georgia,27,31,62,60
0,"Thursday, November 15, 2012", Southeast Missouri St., McNeese St.,33,24,64,53
0,"Thursday, November 15, 2012", Texas A&M, Prairie View A&M,37,25,81,59
0,"Thursday, November 15, 2012", Jacksonville St., Alabama A&M,38,31,79,61
0,"Thursday, November 15, 2012", Bethune Cookman, New Orleans,33,27,71,65
0,"Thursday, November 15, 2012", Tennessee Tech, Coastal Carolina,30,35,71,69
0,"Thursday, November 15, 2012", Wichita St., Western Carolina,46,27,79,63
0,"Thursday, November 15, 2012", Iowa, Howard,36,16,66,36
0,"Thursday, November 15, 2012", Kansas, Chattanooga,28,36,69,55
0,"Thursday, November 15, 2012", Buffalo, Evansville,27,25,56,50
0,"Thursday, November 15, 2012", Gardner Webb, DePaul,24,34,71,59
0,"Thursday, November 15, 2012", Stanford, Alcorn St.,33,21,69,51
0,"Thursday, November 15, 2012", Nebraska, Valparaiso,28,22,50,48
0,"Thursday, November 15, 2012", Wyoming, South Dakota,35,20,71,51
0,"Thursday, November 15, 2012",s, Utah St.,31,34,67,58
0,"Thursday, November 15, 2012", Villanova, Purdue,29,35,89,81
0,"Thursday, November 15, 2012", New Mexico St., Southeastern Louisiana,47,31,81,56
0,"Thursday, November 15, 2012", Cal Poly, Northern Colorado,21,22,64,53
0,"Thursday, November 15, 2012", Arizona, UTEP,35,22,72,51
0,"Thursday, November 15, 2012", Cal St. Northridge, San Diego,34,36,74,71
0,"Thursday, November 15, 2012", Portland, Idaho St.,30,29,51,48
0,"Thursday, November 15, 2012", San Jose St., Weber St.,35,27,68,67
0,"Thursday, November 15, 2012", UCLA, James Madison,63,29,100,70
0,"Friday, November 16, 2012", Illinois, Hawaii,41,28,78,77
0,"Friday, November 16, 2012", George Mason, Mercer,21,23,52,49
0,"Friday, November 16, 2012", Tulane, Nebraska Omaha,35,21,76,52
0,"Friday, November 16, 2012", South Dakota, North Carolina Central,30,35,81,69
0,"Friday, November 16, 2012", New Mexico, Illinois Chicago,37,23,66,59
0,"Friday, November 16, 2012", Army, Binghamton,39,29,85,76
0,"Friday, November 16, 2012", IPFW, Texas Pan American,30,25,97,94
0,"Friday, November 16, 2012", Western Michigan, Loyola Chicago,38,37,81,71
0,"Friday, November 16, 2012", Western Illinois, Buffalo,31,32,67,58
0,"Friday, November 16, 2012", Eastern Kentucky, Kennesaw St.,36,33,85,71
0,"Friday, November 16, 2012", Connecticut, Wake Forest,36,32,77,71
0,"Friday, November 16, 2012", Ball St., Wofford,26,28,66,61
0,"Friday, November 16, 2012", East Carolina, UNC Greensboro,31,39,76,73
0,"Friday, November 16, 2012", Clemson, Furman,24,41,72,55
0,"Friday, November 16, 2012", Kentucky, Lafayette,51,31,101,49
0,"Friday, November 16, 2012", Wright St., North Carolina A&T,29,20,56,44
0,"Friday, November 16, 2012", Kent St., Chicago St.,42,32,92,63
0,"Friday, November 16, 2012", Hofstra, South Dakota St.,31,32,66,63
0,"Friday, November 16, 2012", Rutgers, Princeton,27,33,58,52
0,"Friday, November 16, 2012", Bucknell, Niagara,43,38,88,71
0,"Friday, November 16, 2012", Savannah St., Alabama St.,23,25,59,54
0,"Friday, November 16, 2012", Eastern Michigan, Eastern Illinois,23,26,60,52
0,"Friday, November 16, 2012", Ohio, UNC Wilmington,37,17,85,47
0,"Friday, November 16, 2012", Maryland, LIU Brooklyn,39,30,91,74
0,"Friday, November 16, 2012", South Carolina, Morgan St.,45,41,87,71
0,"Friday, November 16, 2012", Hartford, Sacred Heart,29,16,62,47
0,"Friday, November 16, 2012", Florida St., BYU,44,35,88,70
0,"Friday, November 16, 2012", Miami FL, Jacksonville,27,23,73,57
0,"Friday, November 16, 2012", Youngstown St., St. Francis PA,29,24,75,60
0,"Friday, November 16, 2012", South Florida, Maryland Eastern Shore,34,23,78,59
0,"Friday, November 16, 2012", Harvard, Manhattan,39,17,79,45
0,"Friday, November 16, 2012", Cal St. Northridge, Siena,34,31,68,64
0,"Friday, November 16, 2012", Campbell, Appalachian St.,55,39,101,82
0,"Friday, November 16, 2012", Mississippi, Arkansas Little Rock,47,33,92,52
0,"Friday, November 16, 2012", Arkansas St., Tennessee Martin,28,32,77,73
0,"Friday, November 16, 2012",s, Cornell,26,28,68,64
0,"Friday, November 16, 2012", Missouri, Nicholls St.,32,25,74,54
0,"Friday, November 16, 2012", Towson, Radford,24,33,75,67
0,"Friday, November 16, 2012", California, Denver,28,29,72,61
0,"Friday, November 16, 2012", Texas Southern, Louisiana Lafayette,28,19,74,71
0,"Friday, November 16, 2012", Oklahoma, UT Arlington,28,38,63,59
0,"Friday, November 16, 2012", Evansville, Yale,32,31,66,56
0,"Friday, November 16, 2012", Quinnipiac, Iona,32,32,98,92
0,"Friday, November 16, 2012", Nevada, Cal St. Fullerton,32,37,80,77
0,"Friday, November 16, 2012", Sacramento St., Utah,38,34,74,71
0,"Friday, November 16, 2012",s, Notre Dame,36,37,79,70
0,"Friday, November 16, 2012", Fresno St., Pacific,34,34,66,61
0,"Friday, November 16, 2012", Tulsa, San Diego,24,25,63,51
0,"Friday, November 16, 2012", Pepperdine, Washington St.,26,30,58,56
0,"Friday, November 16, 2012", Wyoming, Southern,29,28,67,60
0,"Friday, November 16, 2012", Oregon, Vanderbilt,41,20,74,48
0,"Friday, November 16, 2012", North Carolina, Long Beach St.,32,33,78,63
0,"Friday, November 16, 2012", Green Bay, Southern Utah,34,24,66,54
0,"Saturday, November 17, 2012", Loyola MD, Norfolk St.,37,24,65,49
0,"Saturday, November 17, 2012", Bryant, New Hampshire,43,34,76,64
0,"Saturday, November 17, 2012", George Washington, Boston University,23,37,72,59
0,"Saturday, November 17, 2012", Cleveland St., Old Dominion,25,30,67,55
0,"Saturday, November 17, 2012", VCU, Winthrop,26,48,90,54
0,"Saturday, November 17, 2012", Stephen F. Austin, FIU,24,40,69,60
0,"Saturday, November 17, 2012", Northern Iowa, North Dakota,36,25,72,47
0,"Saturday, November 17, 2012", Xavier, Robert Morris,36,31,61,59
0,"Saturday, November 17, 2012", Elon, Colgate,41,35,81,72
0,"Saturday, November 17, 2012", DePaul, Austin Peay,58,30,98,67
0,"Saturday, November 17, 2012", San Diego St., Missouri St.,20,29,60,44
0,"Saturday, November 17, 2012", Albany, UMKC,23,26,62,59
0,"Saturday, November 17, 2012", South Dakota St., Marshall,41,40,78,77
0,"Saturday, November 17, 2012", UTSA, USC Upstate,25,29,67,59
0,"Saturday, November 17, 2012", Wichita St., Howard,37,14,69,50
0,"Saturday, November 17, 2012", Rider, Monmouth,37,22,65,62
0,"Saturday, November 17, 2012", Drexel, Penn,31,30,61,59
0,"Saturday, November 17, 2012", Tennessee Tech, East Tennessee St.,29,26,65,62
0,"Saturday, November 17, 2012", Canisius, St. Bonaventure,32,37,72,69
0,"Saturday, November 17, 2012", Virginia, Seattle,44,13,83,43
