,Date,Home Team,Away Team,Home 1H Points,Away 1H Points,Home Full Points,Away Full Points
0,"Saturday, January 5, 2013", South Dakota, South Dakota St.,42,25,74,71
0,"Saturday, January 5, 2013", Tennessee St., Jacksonville St.,26,24,66,57
0,"Saturday, January 5, 2013", Murray St., Southeast Missouri St.,34,28,74,66
0,"Saturday, January 5, 2013", North Dakota St., UMKC,19,28,63,44
0,"Saturday, January 5, 2013", Tennessee Martin, Austin Peay,31,36,76,74
0,"Saturday, January 5, 2013", UNC Asheville, Liberty,29,28,83,69
0,"Saturday, January 5, 2013", VMI, Presbyterian,29,38,86,77
0,"Saturday, January 5, 2013", Wright St., Milwaukee,23,28,53,51
0,"Saturday, January 5, 2013", Missouri, Bucknell,24,28,66,64
0,"Saturday, January 5, 2013", Eastern Kentucky, SIU Edwardsville,37,28,78,72
0,"Saturday, January 5, 2013", Colgate, Dartmouth,24,40,78,62
0,"Saturday, January 5, 2013", Canisius, Marist,36,24,73,64
0,"Saturday, January 5, 2013",s, Monmouth,31,25,71,59
0,"Saturday, January 5, 2013", Stephen F. Austin, McNeese St.,23,19,71,43
0,"Saturday, January 5, 2013", North Carolina A&T, Georgia Southern,28,34,71,65
0,"Saturday, January 5, 2013", Central Connecticut, Robert Morris,33,38,77,70
0,"Saturday, January 5, 2013", Davidson, UNC Greensboro,45,27,85,53
0,"Saturday, January 5, 2013", USC Upstate, Northern Kentucky,24,33,60,54
0,"Saturday, January 5, 2013", Western Carolina, The Citadel,25,36,72,55
0,"Saturday, January 5, 2013", FIU, Louisiana Lafayette,40,31,75,70
0,"Saturday, January 5, 2013", Morehead St., Eastern Illinois,26,17,65,50
0,"Saturday, January 5, 2013", Lipscomb, East Tennessee St.,28,19,60,56
0,"Saturday, January 5, 2013", Louisiana Monroe, North Texas,30,30,81,68
0,"Saturday, January 5, 2013", Northern Iowa, Illinois St.,24,29,70,60
0,"Saturday, January 5, 2013", Chattanooga, Samford,38,39,74,70
0,"Friday, January 4, 2013", Tulane, Wofford,27,27,62,48
0,"Saturday, January 5, 2013", DePaul, Providence,30,37,83,73
0,"Saturday, January 5, 2013", Louisiana Tech, UT Arlington,28,23,55,52
0,"Saturday, January 5, 2013", Arkansas, Delaware St.,43,18,86,51
0,"Saturday, January 5, 2013", Middle Tennessee, South Alabama,28,29,60,56
0,"Saturday, January 5, 2013", Missouri St., Drake,26,36,77,65
0,"Saturday, January 5, 2013", Arkansas St., Western Kentucky,23,27,75,61
0,"Saturday, January 5, 2013", Troy, Arkansas Little Rock,31,32,67,64
0,"Saturday, January 5, 2013", Belmont, Tennessee Tech,24,51,83,52
0,"Saturday, January 5, 2013", New Mexico St., Texas St.,37,37,78,67
0,"Saturday, January 5, 2013", Evansville, Southern Illinois,37,31,85,68
0,"Saturday, January 5, 2013", Weber St., North Dakota,46,21,95,63
0,"Saturday, January 5, 2013", Montana, Portland St.,35,21,62,55
0,"Saturday, January 5, 2013", NJIT, Utah Valley,15,24,57,52
0,"Saturday, January 5, 2013", Idaho St., Northern Colorado,37,25,86,63
0,"Saturday, January 5, 2013", Utah St., Idaho,30,30,82,75
0,"Saturday, January 5, 2013", Washington, Washington St.,27,34,68,63
0,"Saturday, January 5, 2013", UNLV, Cal St. Bakersfield,43,31,84,63
0,"Saturday, January 5, 2013", Pacific, UC Davis,24,23,74,64
0,"Saturday, January 5, 2013", San Jose St., Seattle,29,28,76,71
0,"Saturday, January 5, 2013", Cal Poly, UC Irvine,36,25,72,67
0,"Saturday, January 5, 2013", Long Beach St., UC Santa Barbara,31,41,77,70
0,"Saturday, January 5, 2013", Cal St. Fullerton, Cal St. Northridge,39,50,105,86
0,"Saturday, January 5, 2013", California, USC,29,32,72,64
0,"Sunday, January 6, 2013", Minnesota, Northwestern,17,14,69,51
0,"Sunday, January 6, 2013", Syracuse, South Florida,23,30,55,44
0,"Sunday, January 6, 2013", Loyola MD,s,39,26,74,58
0,"Sunday, January 6, 2013", Arkansas Pine Bluff, Alabama St.,34,24,73,58
0,"Sunday, January 6, 2013", Wisconsin, Nebraska,19,19,47,41
0,"Sunday, January 6, 2013", Kansas, Temple,33,27,69,62
0,"Sunday, January 6, 2013", Cornell, American,24,27,68,60
0,"Sunday, January 6, 2013", Rider, Siena,32,26,72,53
0,"Sunday, January 6, 2013", Denver, UTSA,39,19,75,50
0,"Sunday, January 6, 2013", Iona, Manhattan,30,36,78,70
0,"Sunday, January 6, 2013", Florida, Yale,23,35,79,58
0,"Sunday, January 6, 2013", Wichita St., Bradley,34,35,69,63
0,"Sunday, January 6, 2013", Arizona St., Colorado,30,33,65,56
0,"Sunday, January 6, 2013", Tulsa, SMU,17,34,48,47
0,"Sunday, January 6, 2013", Virginia, North Carolina,24,25,61,52
0,"Sunday, January 6, 2013", Texas Southern, Prairie View A&M,36,34,65,60
0,"Sunday, January 6, 2013", Mississippi Valley St., Alabama A&M,25,24,79,68
0,"Sunday, January 6, 2013", Southern, Grambling St.,12,37,82,43
0,"Sunday, January 6, 2013", Oregon, Oregon St.,34,28,79,66
0,"Sunday, January 6, 2013", Michigan, Iowa,46,35,95,67
0,"Monday, January 7, 2013", FIU, Bethune Cookman,35,32,74,72
0,"Monday, January 7, 2013", Stetson, Jacksonville,42,34,81,72
0,"Monday, January 7, 2013", Cleveland St., Illinois Chicago,28,21,60,50
0,"Monday, January 7, 2013", Hofstra, Georgia St.,29,21,52,50
0,"Monday, January 7, 2013", Hampton, James Madison,30,29,69,65
0,"Monday, January 7, 2013", Notre Dame, Cincinnati,28,32,66,60
0,"Monday, January 7, 2013", Albany, Binghamton,21,32,71,59
0,"Monday, January 7, 2013", Indiana, Penn St.,27,44,74,51
0,"Monday, January 7, 2013", East Tennessee St., Northern Kentucky,20,26,49,44
0,"Monday, January 7, 2013", Florida Gulf Coast, North Florida,40,29,75,73
0,"Monday, January 7, 2013", USC Upstate, Lipscomb,30,49,98,61
0,"Monday, January 7, 2013", Southeastern Louisiana, Lamar,28,37,67,63
0,"Monday, January 7, 2013", Nicholls St., McNeese St.,22,38,64,63
0,"Monday, January 7, 2013", Northwestern St., Sam Houston St.,33,28,73,64
0,"Monday, January 7, 2013", Sacramento St., Southern Utah,29,26,64,59
0,"Tuesday, January 8, 2013", Baylor, Texas Tech,23,42,82,48
0,"Tuesday, January 8, 2013", Brown, Niagara,27,37,75,74
0,"Tuesday, January 8, 2013", Missouri, Alabama,40,36,84,68
0,"Tuesday, January 8, 2013", Dartmouth, Army,37,28,75,58
0,"Tuesday, January 8, 2013", Holy Cross, Columbia,34,25,78,69
0,"Tuesday, January 8, 2013", Connecticut, DePaul,54,34,99,78
0,"Tuesday, January 8, 2013", Northeastern, Drexel,22,23,63,58
0,"Tuesday, January 8, 2013", Boston University, Vermont,22,24,63,53
0,"Tuesday, January 8, 2013", Duke, Clemson,25,10,68,40
0,"Tuesday, January 8, 2013", Appalachian St., Wofford,25,26,50,49
0,"Tuesday, January 8, 2013", Lafayette, Penn,40,41,85,83
0,"Tuesday, January 8, 2013", Texas Pan American, Houston Baptist,32,26,70,60
0,"Tuesday, January 8, 2013", Missouri St., Illinois St.,32,25,62,55
0,"Tuesday, January 8, 2013", Creighton, Drake,49,25,91,61
0,"Tuesday, January 8, 2013", Alabama St., Mississippi Valley St.,24,35,69,65
0,"Tuesday, January 8, 2013", Arkansas Pine Bluff, Alabama A&M,47,28,77,61
0,"Tuesday, January 8, 2013", Alcorn St., Grambling St.,15,38,80,46
0,"Tuesday, January 8, 2013", Pittsburgh, Georgetown,22,37,73,45
0,"Tuesday, January 8, 2013", Ohio St., Purdue,29,39,74,64
0,"Tuesday, January 8, 2013", San Jose St., New Orleans,37,27,71,64
0,"Tuesday, January 8, 2013", Southern, Jackson St.,29,30,80,67
0,"Wednesday, January 9, 2013", Campbell, Longwood,32,32,83,73
0,"Wednesday, January 9, 2013", UCF, UAB,31,23,64,48
0,"Wednesday, January 9, 2013", Towson, William & Mary,28,28,99,86
0,"Wednesday, January 9, 2013", Florida, Georgia,28,15,77,44
0,"Wednesday, January 9, 2013", Fordham, Duquesne,47,41,82,75
0,"Wednesday, January 9, 2013", Richmond, Rhode Island,38,28,64,61
0,"Wednesday, January 9, 2013", UMBC, New Hampshire,33,29,68,57
0,"Wednesday, January 9, 2013", Louisville, Seton Hall,34,36,73,58
0,"Wednesday, January 9, 2013", Wright St., Cleveland St.,35,17,69,53
0,"Wednesday, January 9, 2013", Toledo, Kent St.,25,28,70,58
0,"Wednesday, January 9, 2013", Central Michigan, Bowling Green,37,20,73,67
0,"Wednesday, January 9, 2013", Rutgers,s,27,23,58,56
0,"Wednesday, January 9, 2013", Northern Illinois, Miami OH,28,28,72,61
0,"Wednesday, January 9, 2013", James Madison, UNC Wilmington,38,21,78,50
0,"Wednesday, January 9, 2013", Akron, Western Michigan,25,19,65,43
0,"Wednesday, January 9, 2013", Coastal Carolina, Presbyterian,22,21,61,43
0,"Wednesday, January 9, 2013", Marshall, Tulsa,43,20,79,61
0,"Wednesday, January 9, 2013", Butler,s,40,35,72,66
0,"Wednesday, January 9, 2013", Stony Brook, Binghamton,14,23,62,37
0,"Wednesday, January 9, 2013", Syracuse, Providence,33,30,72,66
0,"Wednesday, January 9, 2013", Radford, High Point,29,26,59,54
0,"Wednesday, January 9, 2013", Michigan, Nebraska,25,20,62,47
0,"Wednesday, January 9, 2013", Ball St., Eastern Michigan,28,33,60,58
0,"Wednesday, January 9, 2013", George Washington, St. Bonaventure,46,32,78,59
0,"Wednesday, January 9, 2013", Boston College, Virginia Tech,26,32,86,75
0,"Wednesday, January 9, 2013", VMI, Liberty,38,28,82,69
0,"Wednesday, January 9, 2013", Delaware, Hofstra,31,28,69,54
0,"Wednesday, January 9, 2013", Kansas, Iowa St.,42,38,97,89
0,"Wednesday, January 9, 2013", Indiana St., Bradley,28,25,68,53
0,"Wednesday, January 9, 2013", Charlotte, La Salle,33,17,74,65
0,"Wednesday, January 9, 2013", Charleston Southern, Winthrop,35,27,75,63
0,"Wednesday, January 9, 2013", Austin Peay, Morehead St.,39,20,84,81
0,"Wednesday, January 9, 2013", Villanova, South Florida,20,34,61,53
0,"Wednesday, January 9, 2013", Valparaiso, Illinois Chicago,30,33,75,70
0,"Wednesday, January 9, 2013", Southern Miss, Rice,22,32,75,52
0,"Wednesday, January 9, 2013", Mississippi, Tennessee,30,38,92,74
0,"Wednesday, January 9, 2013", Green Bay, Loyola Chicago,28,12,58,45
0,"Wednesday, January 9, 2013", N.C. State, Georgia Tech,37,38,83,70
0,"Wednesday, January 9, 2013", Evansville, Northern Iowa,25,32,62,59
0,"Wednesday, January 9, 2013", Mississippi St., South Carolina,26,26,56,54
0,"Wednesday, January 9, 2013", Houston, SMU,32,36,78,67
0,"Wednesday, January 9, 2013", Oklahoma St., TCU,36,22,63,45
0,"Wednesday, January 9, 2013", UTEP, Tulane,26,28,66,57
0,"Wednesday, January 9, 2013", Memphis, East Carolina,39,19,67,54
0,"Wednesday, January 9, 2013", Florida St., Maryland,36,27,65,62
0,"Wednesday, January 9, 2013", Wichita St., Southern Illinois,34,43,82,76
0,"Wednesday, January 9, 2013", Eastern Kentucky, Murray St.,25,39,77,65
0,"Wednesday, January 9, 2013", Utah Valley, UMKC,27,31,78,66
0,"Wednesday, January 9, 2013", New Mexico, UNLV,34,30,65,60
0,"Wednesday, January 9, 2013", Texas A&M, Arkansas,29,24,69,51
0,"Wednesday, January 9, 2013", Wake Forest, Virginia,29,22,55,52
0,"Wednesday, January 9, 2013", West Virginia, Texas,24,21,57,53
0,"Wednesday, January 9, 2013", Air Force, Nevada,30,33,78,65
0,"Wednesday, January 9, 2013", Auburn, LSU,27,28,68,63
0,"Wednesday, January 9, 2013", Minnesota, Illinois,30,34,84,67
0,"Wednesday, January 9, 2013", Boise St., Wyoming,26,31,63,61
0,"Wednesday, January 9, 2013", Stanford, Washington St.,27,23,78,67
0,"Wednesday, January 9, 2013", Cal St. Fullerton, Cal St. Bakersfield,31,39,74,62
0,"Wednesday, January 9, 2013", Long Beach St., Cal St. Northridge,39,38,78,69
0,"Wednesday, January 9, 2013", Washington, California,20,34,62,47
0,"Wednesday, January 9, 2013", UC Irvine, Hawaii,28,31,68,64
0,"Wednesday, January 9, 2013", San Diego St., Fresno St.,26,33,65,62
0,"Wednesday, January 9, 2013", VCU, Dayton,36,32,74,62
0,"Wednesday, January 9, 2013", Ohio, Buffalo,53,31,86,68
0,"Wednesday, January 9, 2013", Hartford, Maine,34,27,68,61
0,"Thursday, January 10, 2013", San Diego, San Francisco,32,46,70,66
0,"Thursday, January 10, 2013", Iona, Marist,45,42,86,82
0,"Thursday, January 10, 2013", Loyola Marymount, Santa Clara,35,44,84,80
0,"Thursday, January 10, 2013", Mercer, North Florida,20,32,66,47
0,"Thursday, January 10, 2013", Robert Morris, Fairleigh Dickinson,25,44,88,54
0,"Thursday, January 10, 2013", Monmouth, St. Francis PA,37,28,65,60
0,"Thursday, January 10, 2013", Stetson, East Tennessee St.,32,40,72,70
0,"Thursday, January 10, 2013", Jacksonville, Kennesaw St.,34,42,99,92
0,"Thursday, January 10, 2013", Florida Gulf Coast, USC Upstate,29,38,72,71
0,"Thursday, January 10, 2013", Rider, Manhattan,20,28,69,60
0,"Thursday, January 10, 2013", Central Connecticut, Sacred Heart,28,36,84,78
0,"Thursday, January 10, 2013", Miami FL, North Carolina,32,30,68,59
0,"Thursday, January 10, 2013", Xavier, Temple,29,26,57,52
0,"Thursday, January 10, 2013", Bryant, Quinnipiac,42,39,103,95
0,"Thursday, January 10, 2013", Michigan St., Iowa,28,24,62,59
0,"Thursday, January 10, 2013", St. Francis NY,s,27,25,70,56
0,"Thursday, January 10, 2013", Chattanooga, The Citadel,28,29,70,65
0,"Thursday, January 10, 2013", Detroit, Youngstown St.,24,45,101,60
0,"Thursday, January 10, 2013", Samford, College of Charleston,24,29,62,57
0,"Thursday, January 10, 2013", Jacksonville St., SIU Edwardsville,32,29,75,62
0,"Thursday, January 10, 2013", UT Arlington, UTSA,29,45,75,67
0,"Thursday, January 10, 2013", Louisiana Tech, Texas St.,21,38,84,67
0,"Thursday, January 10, 2013", Nebraska Omaha, IUPUI,42,36,90,79
0,"Thursday, January 10, 2013", Middle Tennessee, Florida Atlantic,35,24,62,52
0,"Thursday, January 10, 2013", Tennessee Tech, Eastern Illinois,44,40,77,73
0,"Thursday, January 10, 2013", Arkansas Little Rock, North Texas,27,32,67,53
0,"Thursday, January 10, 2013", Tennessee St., Tennessee Martin,46,24,80,48
0,"Thursday, January 10, 2013", South Dakota St., Oakland,35,37,81,74
0,"Thursday, January 10, 2013", Belmont, Southeast Missouri St.,48,29,107,72
0,"Thursday, January 10, 2013", South Alabama, Louisiana Lafayette,30,40,91,89
0,"Thursday, January 10, 2013", Northwestern, Penn St.,18,33,70,54
0,"Thursday, January 10, 2013", North Dakota St., IPFW,37,32,67,55
0,"Thursday, January 10, 2013", Montana, North Dakota,36,38,77,62
0,"Thursday, January 10, 2013", FIU, Arkansas St.,33,36,66,64
0,"Thursday, January 10, 2013", Troy, Louisiana Monroe,28,31,64,55
0,"Thursday, January 10, 2013", Sam Houston St., Lamar,29,33,68,57
0,"Thursday, January 10, 2013", Oral Roberts, Northwestern St.,38,39,80,74
0,"Thursday, January 10, 2013", Stephen F. Austin, Central Arkansas,31,38,77,69
0,"Thursday, January 10, 2013", McNeese St., Texas A&M Corpus Chris,39,35,75,71
0,"Thursday, January 10, 2013", Kentucky, Vanderbilt,24,35,60,58
0,"Thursday, January 10, 2013", Oregon, Arizona,41,30,70,66
0,"Thursday, January 10, 2013", Saint Louis, Massachusetts,35,32,70,62
0,"Thursday, January 10, 2013", Eastern Washington, Northern Arizona,40,22,82,59
0,"Thursday, January 10, 2013", Weber St., Southern Utah,29,30,81,74
0,"Thursday, January 10, 2013", Montana St., Northern Colorado,32,27,69,66
0,"Thursday, January 10, 2013", UCLA, Utah,23,34,57,53
0,"Thursday, January 10, 2013", UC Davis, Cal Poly,31,37,69,67
0,"Thursday, January 10, 2013", Pacific, UC Santa Barbara,38,25,80,62
0,"Thursday, January 10, 2013", New Mexico St., Seattle,34,36,83,82
0,"Thursday, January 10, 2013", Colorado, USC,41,26,66,60
0,"Thursday, January 10, 2013", Denver, Idaho,28,24,55,49
0,"Thursday, January 10, 2013", Portland St., Sacramento St.,40,33,87,69
0,"Thursday, January 10, 2013", Gonzaga,s,46,28,83,78
0,"Thursday, January 10, 2013", Arizona St., Oregon St.,30,36,72,62
0,"Thursday, January 10, 2013", Wagner, LIU Brooklyn,31,42,86,75
0,"Thursday, January 10, 2013", George Mason, Old Dominion,30,22,71,46
0,"Thursday, January 10, 2013", BYU, Pepperdine,30,35,76,51
0,"Friday, January 11, 2013", Niagara,s,23,35,77,58
0,"Friday, January 11, 2013", Siena, Canisius,27,34,57,54
0,"Friday, January 11, 2013", Loyola MD, Fairfield,27,33,63,58
0,"Friday, January 11, 2013", Northern Kentucky, Lipscomb,44,28,67,53
0,"Friday, January 11, 2013", Wright St., Loyola Chicago,33,23,62,61
0,"Friday, January 11, 2013", Creighton, Missouri St.,27,32,74,52
