,Date,Home Team,Away Team,Home 1H Points,Away 1H Points,Home Full Points,Away Full Points
0,"Tuesday, December 5, 2023", Akron, Bradley,28,29,67,52
0,"Tuesday, December 5, 2023", Boise St., North Texas,30,29,69,64
0,"Tuesday, December 5, 2023", Gonzaga, Arkansas Pine Bluff,59,30,111,71
0,"Tuesday, December 5, 2023", Illinois, Florida Atlantic,39,42,98,89
0,"Tuesday, December 5, 2023", Mississippi, Mount St. Mary's,39,34,77,68
0,"Tuesday, December 5, 2023", Indiana St., Northern Illinois,39,40,90,67
0,"Tuesday, December 5, 2023", Oklahoma, Providence,35,31,72,51
0,"Tuesday, December 5, 2023", Southern Illinois, Oklahoma St.,34,34,70,68
0,"Tuesday, December 5, 2023", Louisiana Tech, Stephen F. Austin,21,29,56,49
0,"Tuesday, December 5, 2023", Tulsa, Loyola Chicago,42,39,88,77
0,"Tuesday, December 5, 2023", Winthrop, Queens,37,47,88,82
0,"Wednesday, December 6, 2023", Morgan St., UMBC,41,36,92,80
0,"Wednesday, December 6, 2023", Wake Forest, Rutgers,37,31,76,57
0,"Wednesday, December 6, 2023", Canisius, Robert Morris,42,35,87,80
0,"Wednesday, December 6, 2023", Wagner, Coppin St.,31,23,62,59
0,"Wednesday, December 6, 2023", Davidson, Campbell,21,25,62,50
0,"Wednesday, December 6, 2023", Ball St., Detroit Mercy,35,27,68,65
0,"Wednesday, December 6, 2023", Hofstra, Iona,26,28,62,57
0,"Wednesday, December 6, 2023", Maryland, Penn St.,28,30,81,75
0,"Wednesday, December 6, 2023", N.C. State, Maryland Eastern Shore,37,25,93,61
0,"Wednesday, December 6, 2023", St. Bonaventure, Niagara,20,45,94,60
0,"Wednesday, December 6, 2023", Youngstown St., Ohio,28,31,78,72
0,"Wednesday, December 6, 2023", Bryant, Siena,20,25,67,51
0,"Wednesday, December 6, 2023", St. John's, Sacred Heart,47,26,85,50
0,"Wednesday, December 6, 2023", William & Mary, Old Dominion,36,41,84,79
0,"Wednesday, December 6, 2023", Fairfield, Yale,33,29,75,71
0,"Wednesday, December 6, 2023", Belmont, Lipscomb,44,26,72,71
0,"Wednesday, December 6, 2023", Clemson, South Carolina,23,30,72,67
0,"Wednesday, December 6, 2023", Illinois St., Northern Kentucky,30,26,62,59
0,"Wednesday, December 6, 2023", Marquette, Texas,42,28,86,65
0,"Wednesday, December 6, 2023", SIU Edwardsville, Green Bay,33,27,78,69
0,"Wednesday, December 6, 2023", Purdue Fort Wayne, Southern Indiana,34,34,70,57
0,"Wednesday, December 6, 2023", St. Thomas, Milwaukee,38,22,75,71
0,"Wednesday, December 6, 2023", UT Rio Grande Valley, Texas A&M Corpus Chris,33,34,76,74
0,"Wednesday, December 6, 2023", Minnesota, Nebraska,24,39,76,65
0,"Wednesday, December 6, 2023", Nevada, UC Davis,29,27,80,68
0,"Wednesday, December 6, 2023", Texas A&M, DePaul,62,30,89,64
0,"Wednesday, December 6, 2023", Pittsburgh, West Virginia,35,36,80,63
0,"Wednesday, December 6, 2023", Arizona St., SMU,36,40,76,74
0,"Wednesday, December 6, 2023", Utah Tech, Cal Baptist,26,41,72,69
0,"Wednesday, December 6, 2023", Cal St. Fullerton, Pepperdine,20,32,60,55
0,"Wednesday, December 6, 2023", Washington St., UC Riverside,46,22,86,49
0,"Wednesday, December 6, 2023", Northern Arizona, Abilene Christian,37,38,78,76
0,"Wednesday, December 6, 2023", Maine, Boston University,28,34,74,65
0,"Wednesday, December 6, 2023", Central Michigan, Valparaiso,37,22,71,67
0,"Wednesday, December 6, 2023", Drake, Saint Louis,25,41,75,69
0,"Wednesday, December 6, 2023", La Salle, Loyola MD,27,29,62,61
0,"Wednesday, December 6, 2023", Duquesne, Marshall,32,39,85,72
0,"Wednesday, December 6, 2023", Ohio St., Miami OH,39,26,84,64
0,"Wednesday, December 6, 2023", Florida A&M, Presbyterian,32,41,65,60
0,"Wednesday, December 6, 2023", Brown, Rhode Island,24,32,67,64
0,"Wednesday, December 6, 2023", Stony Brook, Stonehill,43,28,81,63
0,"Wednesday, December 6, 2023", Towson, Massachusetts,36,27,81,71
0,"Wednesday, December 6, 2023", San Francisco, Vanderbilt,29,43,73,60
0,"Wednesday, December 6, 2023", Memphis, VCU,36,32,85,80
0,"Thursday, December 7, 2023", UNC Greensboro, Eastern Kentucky,31,42,87,85
0,"Thursday, December 7, 2023", Central Arkansas, Little Rock,30,31,75,71
0,"Thursday, December 7, 2023", North Dakota St., Portland,36,33,78,67
0,"Friday, December 8, 2023", Oakland, Eastern Michigan,31,34,77,63
0,"Friday, December 8, 2023", Harvard, Army,29,30,70,64
0,"Friday, December 8, 2023", High Point, North Carolina A&T,34,31,75,62
0,"Friday, December 8, 2023", Illinois Chicago, Jacksonville St.,19,25,55,49
0,"Friday, December 8, 2023", Quinnipiac, Navy,30,23,71,68
0,"Friday, December 8, 2023", Duquesne, Saint Peter's,35,30,68,59
0,"Friday, December 8, 2023", Rider, Stonehill,38,20,73,56
0,"Saturday, December 9, 2023", Syracuse, Georgetown,34,35,80,68
0,"Saturday, December 9, 2023", Butler, California,34,37,97,90
0,"Saturday, December 9, 2023", Connecticut, Arkansas Pine Bluff,45,33,101,63
0,"Saturday, December 9, 2023", Minnesota, Florida Gulf Coast,37,33,77,57
0,"Saturday, December 9, 2023", Tennessee, Illinois,34,36,86,79
0,"Saturday, December 9, 2023", Virginia Tech, Valparaiso,37,23,71,50
0,"Saturday, December 9, 2023", La Salle, Lafayette,24,28,67,51
0,"Saturday, December 9, 2023", Auburn, Indiana,52,34,104,76
0,"Saturday, December 9, 2023", Binghamton, Le Moyne,37,41,91,79
0,"Saturday, December 9, 2023", Western Kentucky, Buffalo,23,44,82,65
0,"Saturday, December 9, 2023", Wofford, Coastal Carolina,39,40,88,80
0,"Saturday, December 9, 2023", Creighton, Central Michigan,56,36,109,64
0,"Saturday, December 9, 2023", DePaul, Louisville,38,22,75,68
0,"Saturday, December 9, 2023", Indiana St., Southern Indiana,52,25,98,54
0,"Saturday, December 9, 2023", Portland, North Dakota,36,33,83,72
0,"Saturday, December 9, 2023", North Florida, Georgia Southern,27,34,64,56
0,"Saturday, December 9, 2023", Bethune Cookman, South Carolina St.,30,37,80,71
0,"Saturday, December 9, 2023", Colgate, Vermont,32,31,77,71
0,"Saturday, December 9, 2023", Duke, Charlotte,45,27,80,56
0,"Saturday, December 9, 2023", Louisiana Tech, Louisiana,42,23,72,67
0,"Saturday, December 9, 2023", Arizona, Wisconsin,48,31,98,73
0,"Saturday, December 9, 2023", Kansas St., LSU,34,42,75,60
0,"Saturday, December 9, 2023", Marist, Dartmouth,23,34,63,53
0,"Saturday, December 9, 2023", South Carolina, East Carolina,28,35,68,62
0,"Saturday, December 9, 2023", Georgia Tech, Alabama A&M,34,17,70,49
0,"Saturday, December 9, 2023", Marshall, Ohio,38,37,74,69
0,"Saturday, December 9, 2023", St. Bonaventure, Siena,46,25,89,56
0,"Saturday, December 9, 2023", West Virginia, Drexel,31,33,66,60
0,"Saturday, December 9, 2023", Radford, North Carolina Central,46,33,82,74
0,"Saturday, December 9, 2023", Texas A&M Corpus Chris, Nebraska Omaha,33,26,62,58
0,"Saturday, December 9, 2023", Mount St. Mary's, Loyola MD,20,38,77,64
0,"Saturday, December 9, 2023", Oregon St., Utah Valley,34,36,74,71
0,"Saturday, December 9, 2023", Milwaukee, UC Davis,35,39,81,79
0,"Saturday, December 9, 2023", Kansas, Missouri,41,29,73,64
0,"Saturday, December 9, 2023", Saint Mary's, Colorado St.,32,33,64,61
0,"Saturday, December 9, 2023", George Washington, Coppin St.,36,17,76,45
0,"Saturday, December 9, 2023", Pittsburgh, Canisius,40,41,82,71
0,"Saturday, December 9, 2023", Fairfield, Sacred Heart,23,20,67,57
0,"Saturday, December 9, 2023", Southern, Southeastern Louisiana,36,16,69,44
0,"Saturday, December 9, 2023", Norfolk St., Illinois St.,22,27,64,58
0,"Saturday, December 9, 2023", Akron, Northern Kentucky,37,41,77,76
0,"Saturday, December 9, 2023", James Madison, Old Dominion,30,50,84,69
0,"Saturday, December 9, 2023", Purdue Fort Wayne, Southeast Missouri St.,41,39,89,80
0,"Saturday, December 9, 2023", Utah, BYU,45,31,73,69
0,"Saturday, December 9, 2023", Villanova, UCLA,25,29,65,56
0,"Saturday, December 9, 2023", Drake, Nevada,19,28,72,53
0,"Saturday, December 9, 2023", Clemson, TCU,36,35,74,66
0,"Saturday, December 9, 2023", Wake Forest, NJIT,38,32,83,59
0,"Saturday, December 9, 2023", Marquette, Notre Dame,52,24,78,59
0,"Saturday, December 9, 2023", Oregon, UTEP,28,25,71,49
0,"Saturday, December 9, 2023", Idaho, Utah Tech,35,38,63,62
0,"Saturday, December 9, 2023", Pepperdine, UC San Diego,25,28,68,62
0,"Saturday, December 9, 2023", Loyola Marymount, UNLV,35,38,78,75
0,"Saturday, December 9, 2023", Arkansas St., UAB,46,38,87,68
0,"Saturday, December 9, 2023", Davidson, Miami OH,40,22,79,61
0,"Saturday, December 9, 2023", Dayton, Troy,45,31,82,70
0,"Saturday, December 9, 2023", Florida, Richmond,40,30,87,76
0,"Saturday, December 9, 2023", Houston, Jackson St.,37,29,89,55
0,"Saturday, December 9, 2023", Massachusetts, UMass Lowell,45,31,91,77
0,"Saturday, December 9, 2023", Mercer, Georgia St.,36,31,64,60
0,"Saturday, December 30, 2023", Davidson, Ohio,40,33,72,69
0,"Saturday, December 9, 2023", Belmont, Middle Tennessee,30,38,75,65
0,"Saturday, December 9, 2023", Missouri St., Sam Houston St.,31,23,69,60
0,"Saturday, December 9, 2023", Monmouth, Northern Illinois,29,41,74,71
0,"Saturday, December 9, 2023", New Mexico, Santa Clara,47,27,93,76
0,"Saturday, December 9, 2023", Oklahoma, Arkansas,37,25,79,70
0,"Saturday, December 9, 2023", Penn St., Ohio St.,29,41,83,80
0,"Saturday, December 9, 2023", Saint Louis, Hofstra,29,31,71,68
0,"Saturday, December 9, 2023", San Diego St., UC Irvine,33,24,63,62
0,"Saturday, December 9, 2023", San Jose St., New Orleans,40,44,87,82
0,"Saturday, December 9, 2023", South Florida, Florida St.,38,24,88,72
0,"Saturday, December 9, 2023", Southern Miss, Northwestern St.,36,25,83,74
0,"Saturday, December 9, 2023", Stony Brook, Bryant,31,36,86,75
0,"Saturday, December 9, 2023", Toledo, Northern Iowa,36,40,84,80
0,"Saturday, December 9, 2023", Kennesaw St., USC Upstate,36,40,84,77
0,"Saturday, December 9, 2023", American, VMI,30,36,77,69
0,"Saturday, December 9, 2023", Washington, Gonzaga,42,48,78,73
0,"Saturday, December 9, 2023", Western Carolina, UNC Asheville,38,29,78,63
0,"Saturday, December 9, 2023", South Dakota St., Wichita St.,26,32,79,69
0,"Sunday, December 10, 2023", Fordham, North Texas,23,35,60,59
0,"Sunday, December 10, 2023", Colorado, Miami FL,36,37,90,63
0,"Sunday, December 10, 2023", Northwestern, Detroit Mercy,43,33,91,59
0,"Sunday, December 10, 2023", VCU, Alcorn St.,35,29,86,58
0,"Sunday, December 10, 2023", Central Arkansas, Eastern Illinois,37,38,73,70
0,"Sunday, December 10, 2023", Morehead St., North Alabama,37,30,86,77
0,"Sunday, December 10, 2023", Memphis, Texas A&M,29,38,81,75
0,"Sunday, December 10, 2023", UNC Greensboro, Elon,50,35,82,73
0,"Sunday, December 10, 2023", Long Beach St., USC,45,30,84,79
0,"Sunday, December 10, 2023", Michigan, Iowa,33,35,90,80
0,"Sunday, December 10, 2023", Boston College, St. John's,36,38,86,80
0,"Sunday, December 10, 2023", Iona, Saint Francis,25,24,61,54
0,"Sunday, December 10, 2023", Lipscomb, Tennessee St.,36,43,78,71
0,"Sunday, December 10, 2023", Oklahoma St., Tulsa,35,26,72,57
0,"Sunday, December 10, 2023", Washington St., Grambling St.,42,30,83,65
0,"Sunday, December 10, 2023", Ball St., SIU Edwardsville,42,38,83,71
0,"Sunday, December 10, 2023", St. Thomas, Chicago St.,25,30,66,50
0,"Sunday, December 10, 2023", Iowa St., Prairie View A&M,52,35,107,56
0,"Sunday, December 10, 2023", Nebraska, Michigan St.,31,34,77,70
0,"Sunday, December 10, 2023", Saint Joseph's, Princeton,33,31,74,70
0,"Sunday, December 10, 2023", Mississippi, UCF,30,37,70,68
0,"Monday, December 11, 2023", Texas A&M Commerce, Northern Colorado,27,38,101,99
0,"Monday, December 11, 2023", Columbia, Fairleigh Dickinson,41,39,87,83
0,"Monday, December 11, 2023", Yale, Quinnipiac,35,29,73,66
0,"Monday, December 11, 2023", Delaware, Robert Morris,30,38,73,69
0,"Monday, December 11, 2023", South Carolina St., Jacksonville,32,40,86,85
0,"Monday, December 11, 2023", Cal St. Northridge, Utah Tech,35,36,80,75
0,"Monday, December 11, 2023", San Francisco, New Orleans,44,27,85,72
0,"Monday, December 11, 2023", Gonzaga, Mississippi Valley St.,38,18,78,40
0,"Tuesday, December 12, 2023", Seton Hall, Monmouth,40,29,70,61
0,"Tuesday, December 12, 2023", Duke, Hofstra,44,39,89,68
0,"Tuesday, December 12, 2023", North Carolina Central, North Carolina A&T,31,36,67,62
0,"Tuesday, December 12, 2023", Radford, VMI,39,30,73,56
0,"Tuesday, December 12, 2023", Green Bay, Illinois Chicago,37,31,70,68
0,"Tuesday, December 12, 2023", Minnesota, IUPUI,57,27,101,65
0,"Tuesday, December 12, 2023", Georgetown, Coppin St.,29,14,71,54
0,"Tuesday, December 12, 2023", Texas Tech, Oral Roberts,38,34,82,76
0,"Tuesday, December 12, 2023", Oregon, Cal Baptist,36,31,76,55
0,"Tuesday, December 12, 2023", Boise St., Northwestern St.,45,30,95,54
0,"Tuesday, December 12, 2023", Saint Peter's, UMBC,26,31,66,60
0,"Tuesday, December 12, 2023", South Florida, Arkansas Pine Bluff,54,37,104,86
0,"Tuesday, December 12, 2023", Austin Peay, Southern Illinois,40,31,70,68
0,"Tuesday, December 12, 2023", Western Kentucky, Wright St.,43,40,91,84
0,"Wednesday, December 13, 2023", Dartmouth, Boston University,33,28,63,56
0,"Wednesday, December 13, 2023", Appalachian St., Queens,38,45,93,81
0,"Wednesday, December 13, 2023", Liberty, Tennessee St.,34,35,74,52
0,"Wednesday, December 13, 2023", Arkansas St., Louisville,31,29,75,63
0,"Wednesday, December 13, 2023", McNeese St., Southern Miss,38,26,67,48
0,"Wednesday, December 13, 2023", Chicago St., Northwestern,38,37,75,73
0,"Wednesday, December 13, 2023", Nevada, Weber St.,29,22,72,55
0,"Wednesday, December 13, 2023", San Francisco, Seattle,27,34,62,59
0,"Wednesday, December 13, 2023", Auburn, UNC Asheville,39,27,87,62
0,"Wednesday, December 13, 2023", Florida Atlantic, FIU,43,20,94,60
0,"Wednesday, December 13, 2023", Little Rock, UTSA,42,43,93,84
0,"Wednesday, December 13, 2023", Rice, Incarnate Word,37,34,80,57
0,"Wednesday, December 13, 2023", Toledo, Marshall,48,39,88,87
0,"Thursday, December 14, 2023", Florida, East Carolina,37,30,70,65
0,"Thursday, December 14, 2023", Tulane, Furman,47,35,117,110
0,"Thursday, December 14, 2023", Marquette, St. Thomas,45,33,84,79
0,"Thursday, December 14, 2023", Charleston, The Citadel,44,32,86,71
0,"Thursday, December 14, 2023", Drake, Grambling St.,35,30,68,56
0,"Thursday, December 14, 2023", Wisconsin, Jacksonville St.,38,30,75,60
0,"Friday, December 15, 2023", Texas St., Sam Houston St.,33,23,73,60
0,"Friday, December 15, 2023", Cleveland St., Bradley,27,30,76,69
0,"Friday, December 15, 2023", Colorado, Northern Colorado,48,27,90,68
0,"Friday, December 15, 2023", Fresno St., Cal St. Bakersfield,24,17,61,58
0,"Friday, December 15, 2023", Connecticut, Gonzaga,34,45,76,63
0,"Friday, December 15, 2023", Mount St. Mary's, Saint Francis,15,40,72,65
0,"Saturday, December 16, 2023", Miami FL, La Salle,45,33,84,77
0,"Saturday, December 16, 2023", Texas, LSU,56,37,96,85
0,"Saturday, December 16, 2023", Kansas, Indiana,40,32,75,71
0,"Saturday, December 16, 2023", Bryant, Towson,33,37,101,93
0,"Saturday, December 16, 2023", Creighton, Alabama,44,44,85,82
0,"Saturday, December 16, 2023", Drexel, Albany,33,25,71,52
0,"Saturday, December 16, 2023", Hofstra, Norfolk St.,31,32,74,58
0,"Saturday, December 16, 2023", Illinois Chicago, Western Michigan,47,33,89,68
0,"Saturday, December 16, 2023", Rice, Northwestern St.,24,34,76,51
0,"Saturday, December 16, 2023", Pittsburgh, South Carolina St.,36,20,86,50
0,"Saturday, December 16, 2023", Tulane, Southern,51,26,105,81
0,"Saturday, December 16, 2023", Michigan, Eastern Michigan,49,32,83,66
0,"Saturday, December 16, 2023", UNC Wilmington, Georgia Southern,29,34,82,77
0,"Saturday, December 16, 2023", Ohio St., UCLA,22,23,67,60
0,"Saturday, December 16, 2023", Evansville, Bellarmine,28,29,70,61
0,"Saturday, December 16, 2023", Northern Arizona, Southern Utah,40,39,76,74
0,"Saturday, December 16, 2023", Tennessee Tech, North Alabama,31,37,70,67
0,"Saturday, December 16, 2023", Utah, Utah Valley,38,32,76,62
0,"Saturday, December 16, 2023", Virginia Tech, Vermont,36,17,73,51
0,"Saturday, December 16, 2023", Purdue, Arizona,49,38,92,84
0,"Saturday, December 16, 2023", UC Davis, Pacific,34,43,82,61
0,"Saturday, December 16, 2023", UT Arlington, Air Force,42,37,76,73
0,"Saturday, December 16, 2023", Northwestern, DePaul,25,25,56,46
0,"Saturday, December 16, 2023", Georgia, High Point,30,33,66,58
0,"Saturday, December 16, 2023", Kentucky, North Carolina,38,40,87,83
0,"Saturday, December 16, 2023", Arkansas, Lipscomb,41,33,69,66
0,"Saturday, December 16, 2023", George Mason, Loyola MD,32,23,62,54
0,"Saturday, December 16, 2023", South Carolina, Charleston Southern,39,36,73,69
0,"Saturday, December 16, 2023", Virginia, Northeastern,24,30,56,54
0,"Saturday, December 16, 2023", Massachusetts, West Virginia,44,29,87,79
0,"Saturday, December 16, 2023", Purdue Fort Wayne, Bethune Cookman,45,39,86,63
0,"Saturday, December 16, 2023", Saint Mary's, UNLV,20,14,69,67
0,"Saturday, December 16, 2023", Mississippi, California,46,35,88,78
0,"Saturday, December 16, 2023", Texas Tech, Vanderbilt,33,25,76,54
0,"Saturday, December 16, 2023", Xavier, Winthrop,38,32,75,59
0,"Saturday, December 16, 2023", Chattanooga, Alabama A&M,34,39,88,72
0,"Saturday, December 16, 2023", SMU, Florida St.,18,25,68,57
0,"Saturday, December 16, 2023", BYU, Georgia St.,39,26,86,54
0,"Saturday, December 16, 2023", Grand Canyon, Portland,41,28,91,63
0,"Saturday, December 16, 2023", UC Irvine, South Dakota,57,38,121,78
0,"Saturday, December 16, 2023", Indiana St., Ball St.,29,40,83,72
0,"Saturday, December 16, 2023", Bowling Green, UMKC,45,34,79,69
0,"Saturday, December 16, 2023", Radford, Bucknell,30,30,70,63
0,"Saturday, December 16, 2023", Dayton, Cincinnati,29,35,82,68
0,"Saturday, December 16, 2023", Jackson St., Howard,36,39,81,74
0,"Saturday, December 16, 2023", UC Santa Barbara, Loyola Marymount,28,35,68,59
0,"Saturday, December 16, 2023", Marshall, UNC Greensboro,32,34,72,65
0,"Saturday, December 16, 2023", Mercer, Florida Gulf Coast,37,33,70,65
0,"Saturday, December 16, 2023", Michigan St., Baylor,45,17,88,64
0,"Saturday, December 16, 2023", Monmouth, Rider,44,37,77,71
0,"Saturday, December 16, 2023", Oklahoma, Green Bay,36,20,81,47
0,"Saturday, December 16, 2023", Delaware, Rhode Island,26,35,67,56
0,"Saturday, December 16, 2023", Richmond, Charlotte,29,25,64,56
0,"Saturday, December 16, 2023", Rutgers, LIU,41,30,83,61
0,"Saturday, December 16, 2023", Saint Joseph's, Iona,45,22,83,58
0,"Saturday, December 16, 2023", Saint Louis, Louisiana Tech,37,27,75,74
0,"Saturday, December 16, 2023", Florida Atlantic, St. Bonaventure,26,27,64,54
0,"Saturday, December 16, 2023", Central Connecticut, UMass Lowell,25,31,57,54
0,"Saturday, December 16, 2023", Western Carolina, USC Upstate,28,35,70,53
0,"Saturday, December 16, 2023", Chicago St., Valparaiso,32,33,63,62
0,"Saturday, December 16, 2023", VCU, Temple,50,31,87,78
0,"Saturday, December 16, 2023", Santa Clara, Washington St.,23,39,69,61
0,"Saturday, December 16, 2023", Weber St., Wyoming,33,44,84,71
0,"Sunday, December 17, 2023", Stony Brook, Army,36,36,78,74
0,"Sunday, December 17, 2023", Illinois, Colgate,44,27,74,57
0,"Sunday, December 17, 2023", Longwood, VMI,29,26,68,49
0,"Sunday, December 17, 2023", Louisville, Pepperdine,39,25,85,63
0,"Sunday, December 17, 2023", Nebraska Omaha, Stetson,38,41,88,80
0,"Saturday, December 16, 2023", South Florida, Loyola Chicago,35,38,77,64
0,"Sunday, December 17, 2023", Nebraska, Kansas St.,34,31,62,46
0,"Sunday, December 17, 2023", Abilene Christian, UTEP,38,41,88,82
0,"Sunday, December 17, 2023", McNeese St., Louisiana,28,33,74,72
0,"Sunday, December 17, 2023", Oklahoma St., Oral Roberts,48,27,81,60
0,"Sunday, December 17, 2023", Stanford, Idaho,41,22,82,64
0,"Sunday, December 17, 2023", Iowa St., Florida A&M,44,24,96,58
0,"Sunday, December 17, 2023", Nevada, Hawaii,37,36,72,66
0,"Sunday, December 17, 2023", Syracuse, Oregon,25,33,83,63
0,"Sunday, December 17, 2023", Montana, San Jose St.,40,37,86,75
0,"Sunday, December 17, 2023", Washington, Seattle,47,33,100,99
0,"Saturday, December 2, 2023", Saint Joseph's, Temple,34,23,74,65
0,"Monday, December 18, 2023", Jacksonville, Louisiana Monroe,24,35,75,65
0,"Monday, December 18, 2023", UNC Asheville, South Carolina St.,34,36,79,75
0,"Monday, December 18, 2023", Southern Miss, Lamar,35,38,82,79
0,"Monday, December 18, 2023", UC San Diego, Sacramento St.,22,50,83,52
0,"Monday, December 18, 2023", Eastern Washington, Cal Poly,23,26,62,53
0,"Monday, December 18, 2023", Duquesne, Bradley,37,40,69,67
0,"Monday, December 18, 2023", Campbell, Morgan St.,36,37,83,76
0,"Monday, December 18, 2023", Chicago St., UT Rio Grande Valley,36,27,78,68
0,"Monday, December 18, 2023", Evansville, Tennessee Martin,40,44,98,91
0,"Monday, December 18, 2023", UCF, Maine,41,18,74,51
0,"Tuesday, December 19, 2023", Samford, Valparaiso,27,35,79,61
0,"Tuesday, December 19, 2023", The Citadel, Notre Dame,29,32,65,45
0,"Tuesday, December 19, 2023", Binghamton, Niagara,35,31,74,69
0,"Tuesday, December 19, 2023", Butler, Georgetown,40,27,74,64
0,"Tuesday, December 19, 2023", Indiana, Morehead St.,25,36,69,68
0,"Tuesday, December 19, 2023", Northeastern, Central Connecticut,36,38,79,74
0,"Tuesday, December 19, 2023", Chattanooga, Gardner Webb,26,34,69,66
0,"Tuesday, December 19, 2023", Cincinnati, Merrimack,27,17,65,49
0,"Tuesday, December 19, 2023", High Point, UNC Greensboro,40,30,74,63
0,"Tuesday, December 19, 2023", Indiana St., Tennessee St.,42,38,90,69
0,"Tuesday, December 19, 2023", James Madison, Coppin St.,49,26,87,48
0,"Tuesday, December 19, 2023", Cornell, Siena,34,51,95,74
0,"Tuesday, December 19, 2023", South Carolina, Winthrop,33,28,72,62
0,"Tuesday, December 19, 2023", Western Carolina, Vanderbilt,25,30,63,62
0,"Tuesday, December 19, 2023", Florida St., North Florida,46,33,91,75
0,"Tuesday, December 19, 2023", Loyola Chicago, Charleston Southern,36,38,72,59
0,"Tuesday, December 19, 2023", Maryland, Nicholls St.,28,27,73,67
0,"Tuesday, December 19, 2023", Providence, Marquette,40,29,72,57
