,Date,Home Team,Away Team,Home 1H Points,Away 1H Points,Home Full Points,Away Full Points
0,"Wednesday, November 25, 2020", Nicholls St., UC Davis,48,44,101,93
0,"Wednesday, November 25, 2020", Wisconsin, Eastern Illinois,43,20,77,67
0,"Wednesday, November 25, 2020", Washington St., Texas Southern,28,31,56,52
0,"Friday, November 27, 2020", Abilene Christian, Austin Peay,26,43,80,72
0,"Thursday, November 26, 2020", Illinois, Chicago St.,47,17,97,38
0,"Friday, November 27, 2020", VCU, Memphis,33,29,70,59
0,"Thursday, November 26, 2020", Nevada, Nebraska,29,35,69,66
0,"Sunday, December 6, 2020", Villanova, Texas,30,32,68,64
0,"Thursday, November 26, 2020", St. John's, La Salle,34,28,82,65
0,"Thursday, November 26, 2020", Toledo, Oakland,20,43,80,53
0,"Thursday, November 26, 2020", San Francisco, Towson,30,34,79,68
0,"Tuesday, December 15, 2020", East Tennessee St., Gardner Webb,28,30,65,60
0,"Thursday, November 26, 2020", Auburn, Saint Joseph's,36,44,96,91
0,"Thursday, November 26, 2020", Belmont, Howard,27,48,95,78
0,"Thursday, November 26, 2020", LSU, SIU Edwardsville,49,34,94,81
0,"Thursday, November 26, 2020", North Texas, Mississippi Valley St.,51,27,116,62
0,"Thursday, November 26, 2020", BYU, New Orleans,41,27,86,61
0,"Friday, November 27, 2020", Gonzaga, Auburn,49,35,90,67
0,"Friday, November 27, 2020", Norfolk St., James Madison,38,35,83,73
0,"Friday, November 27, 2020", Xavier, Toledo,34,38,76,73
0,"Friday, November 27, 2020", Illinois, Ohio,35,34,77,75
0,"Friday, November 27, 2020", Prairie View A&M, Evansville,32,34,64,61
0,"Friday, November 27, 2020", Troy, Western Carolina,26,26,66,64
0,"Friday, November 27, 2020", Eastern Kentucky, Charleston Southern,38,21,60,50
0,"Friday, November 27, 2020", Belmont, George Mason,40,41,77,67
0,"Friday, November 27, 2020", Rice, Incarnate Word,31,32,68,53
0,"Friday, November 27, 2020", Drake, South Dakota,20,30,69,53
0,"Friday, November 27, 2020", Texas Tech, Sam Houston St.,43,15,84,52
0,"Friday, November 27, 2020", Tulane, Lamar,21,30,66,57
0,"Friday, November 27, 2020", Houston, Boise St.,34,19,68,58
0,"Friday, November 27, 2020", Maryland, Navy,32,25,82,52
0,"Friday, November 27, 2020", Bradley, Oakland,28,43,74,60
0,"Friday, November 27, 2020", Syracuse, Bryant,44,51,85,84
0,"Friday, November 27, 2020", UCLA, Pepperdine,32,39,107,98
0,"Friday, November 27, 2020", Louisville, Seton Hall,38,38,71,70
0,"Friday, November 27, 2020", Buffalo, Towson,41,25,74,65
0,"Friday, November 27, 2020", Arizona, Grambling St.,39,23,74,55
0,"Friday, November 27, 2020", Iowa, Southern,58,35,103,76
0,"Friday, November 27, 2020", West Virginia, Western Kentucky,33,36,70,64
0,"Friday, November 27, 2020", N.C. State, North Florida,42,28,86,51
0,"Friday, November 27, 2020", Marshall, Arkansas St.,29,22,70,56
0,"Friday, November 27, 2020", Richmond, Morehead St.,40,47,82,64
0,"Friday, December 4, 2020", Memphis, Central Arkansas,40,42,85,68
0,"Friday, November 27, 2020", Nicholls St., Idaho St.,35,15,70,51
0,"Friday, November 27, 2020", Rutgers, Fairleigh Dickinson,47,33,96,75
0,"Friday, November 27, 2020", UNC Greensboro, Little Rock,36,30,77,70
0,"Friday, November 27, 2020", Vanderbilt, Valparaiso,34,34,77,71
0,"Friday, November 27, 2020", Wake Forest, Longwood,34,34,71,60
0,"Friday, November 27, 2020", Connecticut, Hartford,38,26,69,57
0,"Friday, November 27, 2020", Mercer, Georgia Tech,35,38,83,73
0,"Tuesday, December 1, 2020", Texas, Indiana,19,31,66,44
0,"Monday, December 7, 2020", Richmond, Wofford,37,30,77,72
0,"Friday, November 27, 2020", Colorado, Kansas St.,31,30,76,58
0,"Friday, November 27, 2020", Wisconsin, Arkansas Pine Bluff,53,19,92,58
0,"Saturday, November 28, 2020", Bowling Green, South Carolina St.,45,43,101,78
0,"Saturday, November 28, 2020", UNC Wilmington, Troy,42,29,73,50
0,"Friday, December 11, 2020", Kansas St., Milwaukee,38,31,76,75
0,"Saturday, November 28, 2020", Furman, USC Upstate,43,25,91,63
0,"Saturday, November 28, 2020", Illinois St., UMass Lowell,42,30,82,72
0,"Monday, November 30, 2020", Chattanooga, Tennessee Tech,25,24,62,54
0,"Saturday, November 28, 2020", Saint Louis, LSU,38,28,85,81
0,"Saturday, November 28, 2020", UAB, Southeastern Louisiana,43,17,84,59
0,"Saturday, November 28, 2020", UT Arlington, Northwestern St.,36,45,80,71
0,"Saturday, November 28, 2020", Liberty, South Carolina,26,43,78,62
0,"Saturday, November 28, 2020", UT Rio Grande Valley, UTSA,34,29,81,64
0,"Saturday, November 28, 2020", Air Force, Cal St. Northridge,38,25,66,61
0,"Saturday, November 28, 2020", Lipscomb, Lamar,30,30,76,73
0,"Saturday, November 28, 2020", Penn St., VMI,37,35,86,65
0,"Saturday, November 28, 2020", USC, Montana,44,25,76,62
0,"Saturday, November 28, 2020", Rhode Island, South Florida,20,36,84,68
0,"Saturday, November 28, 2020", Arkansas, North Texas,38,27,69,54
0,"Saturday, November 28, 2020", Illinois Chicago, Central Michigan,43,31,74,72
0,"Saturday, November 28, 2020", Old Dominion, William & Mary,39,32,86,78
0,"Saturday, November 28, 2020", Norfolk St., Radford,20,34,57,54
0,"Saturday, November 28, 2020", Santa Clara, Nicholls St.,34,26,73,57
0,"Saturday, November 28, 2020", Oklahoma St., Texas Southern,41,30,85,65
0,"Saturday, November 28, 2020", Michigan St., Notre Dame,39,26,80,70
0,"Sunday, December 6, 2020", Notre Dame, Detroit,37,31,78,70
0,"Friday, November 27, 2020", Army, Central Connecticut,38,22,79,57
0,"Saturday, November 28, 2020", BYU, Utah Valley,38,24,82,60
0,"Saturday, November 28, 2020", Washington St., Eastern Washington,33,39,71,68
0,"Sunday, November 29, 2020", Morehead St., Arkansas St.,23,21,69,61
0,"Saturday, November 28, 2020", Wyoming, Mississippi Valley St.,57,26,97,61
0,"Sunday, November 29, 2020", Iowa St., Arkansas Pine Bluff,34,37,80,63
0,"Sunday, November 29, 2020", Tulane, Lipscomb,33,34,68,66
0,"Sunday, November 29, 2020", Louisiana Tech, Northwestern St.,43,38,91,77
0,"Sunday, November 29, 2020", Maryland, Mount St. Mary's,41,32,79,61
0,"Sunday, November 29, 2020", South Carolina, Tulsa,33,34,69,58
0,"Sunday, November 29, 2020", Alabama A&M, Samford,43,32,78,76
0,"Sunday, November 29, 2020", Texas A&M, New Orleans,41,24,82,53
0,"Sunday, November 29, 2020", Arizona St., Houston Baptist,65,31,100,77
0,"Sunday, November 29, 2020", Ohio St., UMass Lowell,33,33,74,64
0,"Sunday, November 29, 2020", Seattle, Air Force,27,25,63,45
0,"Sunday, November 29, 2020", Jacksonville St., South Alabama,29,39,77,73
0,"Sunday, November 29, 2020", Houston, Texas Tech,37,19,64,53
0,"Sunday, November 29, 2020", Rhode Island, San Francisco,28,38,84,71
0,"Sunday, November 29, 2020", Louisville, Prairie View A&M,41,31,86,64
0,"Sunday, November 29, 2020", Miami FL, North Florida,42,34,77,59
0,"Sunday, November 29, 2020", Michigan, Oakland,31,33,81,71
0,"Monday, November 30, 2020", Seton Hall, Iona,35,37,86,64
0,"Sunday, November 29, 2020", James Madison, Radford,34,25,67,59
0,"Sunday, November 29, 2020", Virginia Tech, South Florida,23,36,76,58
0,"Thursday, November 26, 2020", North Carolina Central, Southern,36,38,85,78
0,"Monday, November 30, 2020", Cal St. Northridge, Seattle,39,28,76,65
0,"Monday, November 30, 2020", Indiana, Providence,24,37,79,58
0,"Monday, November 30, 2020", Bowling Green, Appalachian St.,36,34,78,76
0,"Monday, November 30, 2020", Hofstra, Fairleigh Dickinson,31,40,73,58
0,"Monday, November 30, 2020", Mercer, Georgia St.,42,37,86,69
0,"Tuesday, December 1, 2020", USC, BYU,20,31,79,53
0,"Monday, November 30, 2020", North Carolina, UNLV,30,37,78,51
0,"Monday, November 30, 2020", Xavier, Eastern Kentucky,48,39,99,96
0,"Tuesday, December 1, 2020", VMI, Longwood,37,36,84,71
0,"Monday, November 30, 2020", Kansas St., UMKC,33,23,62,58
0,"Monday, November 30, 2020", LSU, Southeastern Louisiana,50,18,96,43
0,"Monday, November 30, 2020", SMU, Texas A&M Corpus Chris,47,22,91,54
0,"Monday, November 30, 2020", California, Nicholls St.,23,18,60,49
0,"Monday, November 30, 2020", St. John's, Boston College,52,40,97,93
0,"Tuesday, December 1, 2020", Villanova, Hartford,43,24,87,53
0,"Monday, November 30, 2020", Stanford, Alabama,29,41,82,64
0,"Thursday, December 3, 2020", Northern Kentucky, Tennessee Tech,39,36,74,65
0,"Monday, November 30, 2020", Nevada, Pacific,37,35,70,58
0,"Monday, November 30, 2020", Texas Southern, Wyoming,50,31,76,74
0,"Wednesday, December 2, 2020", Tennessee Martin, Evansville,36,31,93,87
0,"Tuesday, December 1, 2020", Purdue, Oakland,49,27,93,50
0,"Sunday, December 6, 2020", Quinnipiac, New Hampshire,34,27,64,58
0,"Tuesday, December 1, 2020", Virginia, St. Francis PA,45,13,76,51
0,"Tuesday, December 1, 2020", Creighton, Nebraska Omaha,50,26,94,67
0,"Tuesday, December 1, 2020", Dayton, Eastern Illinois,38,33,66,63
0,"Tuesday, December 1, 2020", Wisconsin, Green Bay,34,12,82,42
0,"Tuesday, December 1, 2020", Louisville, Western Kentucky,34,29,75,54
0,"Tuesday, December 1, 2020", Saint Peter's, Stony Brook,40,35,82,68
0,"Tuesday, December 1, 2020", Oklahoma St., Marquette,35,32,70,62
0,"Tuesday, December 1, 2020", UC Riverside, Washington,22,29,57,42
0,"Sunday, December 6, 2020", Texas Tech, Grambling St.,33,19,81,40
0,"Tuesday, December 1, 2020", Michigan St., Duke,33,37,75,69
0,"Tuesday, December 1, 2020", North Carolina A&T, Charleston Southern,28,31,70,63
0,"Thursday, December 3, 2020", Syracuse, Niagara,42,28,75,45
0,"Tuesday, December 1, 2020", Nebraska, South Dakota,36,29,76,69
0,"Tuesday, December 15, 2020", Saint Louis, Indiana St.,35,28,78,59
0,"Tuesday, December 1, 2020", Illinois Chicago, Valparaiso,28,19,66,50
0,"Tuesday, December 1, 2020", Toledo, Cleveland St.,23,35,70,61
0,"Thursday, December 3, 2020", Winthrop, Little Rock,40,42,80,75
0,"Wednesday, December 2, 2020", Eastern Kentucky, USC Upstate,28,46,95,78
0,"Wednesday, December 2, 2020", Ohio St., Morehead St.,37,27,77,44
0,"Wednesday, December 2, 2020", Pacific, Montana St.,30,29,74,70
0,"Wednesday, December 2, 2020", Penn St., VCU,35,32,72,69
0,"Wednesday, December 2, 2020", Clemson, South Carolina St.,36,18,75,38
0,"Wednesday, December 2, 2020", Indiana, Stanford,26,31,79,63
0,"Wednesday, December 2, 2020", South Dakota St., Iowa St.,27,39,71,68
0,"Wednesday, December 2, 2020", Jacksonville, Presbyterian,35,27,78,65
0,"Wednesday, December 2, 2020", Texas, North Carolina,28,40,69,67
0,"Wednesday, December 2, 2020", Rhode Island, Seton Hall,36,35,76,63
0,"Wednesday, December 2, 2020", Texas A&M, Tarleton St.,24,26,73,66
0,"Wednesday, December 2, 2020", Wichita St., Oral Roberts,38,36,85,80
0,"Wednesday, December 2, 2020", Xavier, Tennessee Tech,35,21,79,48
0,"Wednesday, December 2, 2020", UAB, Kennesaw St.,43,22,73,48
0,"Sunday, December 6, 2020", St. John's, Stony Brook,49,35,89,66
0,"Wednesday, December 2, 2020", Florida St., North Florida,36,21,86,58
0,"Wednesday, December 2, 2020", Memphis, Arkansas St.,48,26,83,54
0,"Wednesday, December 2, 2020", Louisiana, New Orleans,26,25,66,63
0,"Wednesday, December 2, 2020", Old Dominion, Norfolk St.,37,42,80,66
0,"Wednesday, December 2, 2020", SMU, Houston Baptist,49,44,102,75
0,"Wednesday, December 2, 2020", UT Rio Grande Valley, Texas A&M Corpus Chris,24,15,62,59
0,"Wednesday, December 2, 2020", Arkansas, UT Arlington,44,33,72,60
0,"Wednesday, December 2, 2020", Northwestern, Arkansas Pine Bluff,39,29,92,49
0,"Thursday, December 3, 2020", Drexel, Quinnipiac,34,30,70,58
0,"Wednesday, December 2, 2020", Baylor, Illinois,31,30,82,69
0,"Wednesday, December 2, 2020", Washington St., Oregon St.,23,26,59,55
0,"Tuesday, December 1, 2020", Providence, Davidson,35,31,63,62
0,"Wednesday, December 2, 2020", Cincinnati, Lipscomb,29,29,67,55
0,"Wednesday, December 2, 2020", Hartford, Fairfield,28,26,66,61
0,"Wednesday, December 2, 2020", Middle Tennessee, Murray St.,34,30,78,61
0,"Tuesday, December 1, 2020", Bryant, New Hampshire,44,46,93,85
0,"Wednesday, December 2, 2020", San Francisco, Nevada,32,40,85,60
0,"Wednesday, December 2, 2020", SIU Edwardsville, Northern Illinois,18,34,73,53
0,"Thursday, December 3, 2020", The Citadel, North Carolina A&T,30,40,78,70
0,"Wednesday, December 2, 2020", Wyoming, Incarnate Word,27,33,94,83
0,"Sunday, December 6, 2020", Little Rock, Central Arkansas,38,39,86,83
0,"Thursday, December 3, 2020", Louisiana Tech, Louisiana Monroe,45,31,78,62
0,"Thursday, December 3, 2020", Eastern Illinois, Chicago St.,37,14,78,56
0,"Thursday, December 3, 2020", Iowa, Western Illinois,48,26,99,58
0,"Thursday, December 3, 2020", TCU, Northwestern St.,40,34,74,68
0,"Thursday, December 3, 2020", UCLA, Seattle,43,29,78,52
0,"Wednesday, December 2, 2020", Florida, Army,31,39,76,69
0,"Thursday, December 3, 2020", Arizona St., California,34,35,70,62
0,"Thursday, December 3, 2020", Saint Mary's, Texas Southern,39,35,82,70
0,"Thursday, December 3, 2020", Southern Utah, Montana,28,34,64,63
0,"Thursday, December 3, 2020", Utah, Washington,37,32,76,62
0,"Thursday, December 3, 2020", Virginia Tech, VMI,30,23,64,57
0,"Wednesday, December 2, 2020", Dixie St., North Dakota,24,29,74,73
0,"Friday, December 4, 2020", San Francisco, Cal Poly,32,45,88,60
0,"Sunday, December 6, 2020", Central Michigan, Western Illinois,38,31,79,73
0,"Friday, December 4, 2020", Creighton, Kennesaw St.,52,25,93,58
0,"Friday, December 4, 2020", Michigan St., Detroit,35,35,83,76
0,"Friday, December 4, 2020", Duke, Bellarmine,35,25,76,54
0,"Friday, December 4, 2020", FIU, Jacksonville St.,38,35,74,70
0,"Friday, December 4, 2020", Marquette, Wisconsin,35,30,67,65
0,"Friday, December 4, 2020", Purdue, Valparaiso,23,34,68,61
0,"Tuesday, December 15, 2020", Hofstra, Monmouth,47,49,96,88
0,"Friday, December 4, 2020", Auburn, South Alabama,47,32,90,81
0,"Friday, December 4, 2020", Cal Baptist, Southeastern Louisiana,43,30,83,66
0,"Friday, December 4, 2020", Toledo, Eastern Michigan,30,46,91,74
0,"Friday, December 4, 2020", Tulsa, UT Arlington,40,37,79,64
0,"Wednesday, December 2, 2020", South Florida, Florida Gulf Coast,41,24,76,57
0,"Sunday, December 6, 2020", Army, La Salle,23,31,63,59
0,"Sunday, December 6, 2020", Marist, Binghamton,30,28,64,60
0,"Sunday, December 6, 2020", Michigan, UCF,38,34,80,58
0,"Sunday, December 6, 2020", Oklahoma, TCU,42,39,82,78
0,"Wednesday, December 2, 2020", Southeastern Louisiana, Cal Baptist,44,38,81,80
0,"Sunday, December 6, 2020", West Virginia, Georgetown,34,32,80,71
0,"Sunday, December 6, 2020", San Diego St., Pepperdine,20,34,65,60
0,"Sunday, December 6, 2020", Georgia Tech, Kentucky,34,27,79,62
0,"Sunday, December 6, 2020", Long Beach St., Seattle,33,28,80,75
0,"Sunday, December 6, 2020", Bellarmine, Howard,35,45,84,63
0,"Monday, December 7, 2020", UMBC, George Washington,43,32,92,81
0,"Sunday, December 6, 2020", LSU, Louisiana Tech,43,24,86,55
0,"Thursday, December 3, 2020", Drake, Nebraska Omaha,40,32,87,66
0,"Saturday, December 26, 2020", Gonzaga, Virginia,31,44,98,75
0,"Sunday, December 6, 2020", Seton Hall, Penn St.,45,34,98,92
0,"Tuesday, December 8, 2020", UMBC, Delaware,38,31,76,61
0,"Tuesday, December 8, 2020", Kansas, Creighton,39,35,73,72
0,"Tuesday, December 8, 2020", Miami FL, Purdue,14,32,58,54
0,"Tuesday, December 8, 2020", Seton Hall, Wagner,37,21,78,45
0,"Tuesday, December 8, 2020", South Florida, Stetson,40,26,73,62
0,"Monday, December 7, 2020", Oregon, Eastern Washington,36,32,69,52
0,"Tuesday, December 8, 2020", Utah, Idaho St.,41,20,75,59
0,"Tuesday, December 8, 2020", Kent St., Detroit,28,38,80,66
0,"Tuesday, December 8, 2020", Georgetown, Coppin St.,38,23,80,48
0,"Wednesday, December 2, 2020", Davidson, UNLV,29,41,77,73
0,"Tuesday, December 8, 2020", Georgia, Montana,32,24,63,50
0,"Tuesday, December 8, 2020", Campbell, Jacksonville,32,49,80,78
0,"Tuesday, December 8, 2020", Mount St. Mary's, St. Francis PA,36,26,75,57
0,"Tuesday, December 8, 2020", Ball St., Northern Illinois,34,28,79,70
0,"Tuesday, December 8, 2020", St. John's, Rider,33,35,82,79
0,"Tuesday, December 8, 2020", Ohio St., Notre Dame,42,34,90,85
0,"Tuesday, December 8, 2020", Iowa, North Carolina,43,31,93,80
0,"Tuesday, December 8, 2020", Memphis, Mississippi Valley St.,55,29,94,57
0,"Thursday, December 10, 2020", Western Kentucky, Gardner Webb,40,43,86,84
0,"Tuesday, December 8, 2020", Murray St., Austin Peay,41,18,87,57
0,"Sunday, December 27, 2020", Drake, Indiana St.,30,31,81,63
0,"Tuesday, December 8, 2020", Marquette, Green Bay,40,33,82,68
0,"Tuesday, December 8, 2020", Penn St., Virginia Tech,23,42,75,55
0,"Tuesday, December 8, 2020", Illinois, Duke,29,43,83,68
0,"Tuesday, December 8, 2020", Rutgers, Syracuse,34,30,79,69
0,"Tuesday, December 8, 2020", USC, UC Irvine,46,21,91,56
0,"Wednesday, December 9, 2020", Loyola Chicago, Chicago St.,39,31,88,51
0,"Tuesday, December 8, 2020", Belmont, Tennessee St.,33,26,79,64
0,"Tuesday, December 8, 2020", Central Connecticut, Fairleigh Dickinson,42,46,94,87
0,"Tuesday, December 8, 2020", Longwood, North Carolina A&T,41,24,77,60
0,"Tuesday, December 8, 2020", Minnesota, Boston College,30,31,85,80
0,"Tuesday, December 8, 2020", Oklahoma St., Oral Roberts,32,31,83,78
0,"Tuesday, December 8, 2020", Bryant, St. Francis NY,38,58,101,82
0,"Sunday, December 27, 2020", Loyola Chicago, Illinois St.,39,23,90,60
0,"Saturday, December 5, 2020", Sacramento St., Idaho,30,21,73,57
0,"Saturday, December 5, 2020", Marist, Binghamton,23,34,68,65
0,"Saturday, December 5, 2020", Furman, Charleston,23,47,81,57
0,"Saturday, December 5, 2020", Chattanooga, Northern Kentucky,30,31,79,72
0,"Saturday, December 5, 2020", East Carolina, Radford,31,27,63,50
0,"Saturday, December 5, 2020", High Point, North Florida,41,34,85,74
0,"Saturday, December 5, 2020", Southern Utah, Montana,31,36,75,74
0,"Saturday, December 5, 2020", UNC Asheville, South Carolina St.,43,27,77,56
0,"Saturday, December 5, 2020", VCU, Mount St. Mary's,37,20,60,42
0,"Saturday, December 5, 2020", Air Force, Lamar,24,21,59,44
0,"Sunday, December 6, 2020", Western Kentucky, Mississippi Valley St.,45,33,96,69
0,"Saturday, December 5, 2020", Nebraska Omaha, SIU Edwardsville,24,35,65,63
0,"Saturday, December 5, 2020", Texas St., Incarnate Word,32,34,72,64
0,"Saturday, December 5, 2020", Iona, Hofstra,34,34,82,74
0,"Saturday, December 5, 2020", Kansas, North Dakota St.,35,33,65,61
0,"Saturday, December 5, 2020", Wright St., Miami OH,32,26,71,47
0,"Saturday, December 5, 2020", Providence, Fairleigh Dickinson,31,31,79,67
0,"Saturday, December 5, 2020", Samford, Belmont,39,52,96,83
0,"Saturday, December 5, 2020", Northwestern, Chicago St.,51,35,111,66
0,"Saturday, December 5, 2020", Arkansas, Lipscomb,46,24,86,50
0,"Saturday, December 5, 2020", Houston, South Carolina,31,35,77,67
0,"Saturday, December 5, 2020", Murray St., Illinois St.,44,31,76,65
0,"Saturday, December 5, 2020", Georgia Southern, USC Upstate,27,30,72,69
0,"Sunday, December 13, 2020", Loyola Chicago, Illinois Chicago,33,41,77,66
0,"Saturday, December 5, 2020", Pittsburgh, Northern Illinois,45,29,89,59
0,"Saturday, December 5, 2020", Oklahoma St., Oakland,37,36,84,71
0,"Saturday, December 5, 2020", Abilene Christian, Tarleton St.,35,25,69,48
0,"Monday, December 28, 2020", Arizona, Colorado,50,44,88,74
0,"Saturday, December 5, 2020", Rice, Houston Baptist,24,49,86,64
0,"Saturday, December 5, 2020", UNLV, Kansas St.,30,31,68,58
0,"Saturday, December 5, 2020", Saint Louis, Arkansas Pine Bluff,65,20,107,54
0,"Monday, December 28, 2020", Drake, Indiana St.,29,25,73,66
0,"Saturday, December 5, 2020", Portland, Portland St.,35,33,86,73
0,"Saturday, December 12, 2020", Arizona, UTEP,35,27,69,61
0,"Wednesday, December 9, 2020", Campbell, New Orleans,41,26,79,70
0,"Wednesday, December 9, 2020", Clemson, Maryland,38,15,67,51
0,"Tuesday, December 8, 2020", Dayton, Northern Kentucky,36,32,66,60
0,"Wednesday, December 9, 2020", Providence, TCU,32,43,79,70
0,"Wednesday, December 9, 2020", Miami OH, Western Illinois,28,21,67,57
0,"Wednesday, December 9, 2020", Arkansas Pine Bluff, Arkansas St.,31,41,75,74
0,"Wednesday, December 9, 2020", Marshall, Charleston,43,43,84,72
0,"Wednesday, December 9, 2020", Hofstra, Stony Brook,42,29,72,67
0,"Thursday, December 17, 2020", Southern Illinois, North Dakota,37,20,85,64
0,"Wednesday, December 9, 2020", VCU, North Carolina A&T,47,26,95,59
0,"Wednesday, December 9, 2020", Valparaiso, SIU Edwardsville,33,22,80,58
0,"Saturday, December 12, 2020", Fairfield, Iona,36,23,67,52
0,"Thursday, December 10, 2020", Coppin St., UNC Greensboro,35,35,86,80
0,"Wednesday, December 9, 2020", Tulane, Southern Miss,24,12,58,38
0,"Wednesday, December 9, 2020", Xavier, Oklahoma,48,39,99,77
0,"Wednesday, December 9, 2020", Georgia Tech, Nebraska,30,32,75,64
0,"Wednesday, December 9, 2020", UCLA, San Diego,33,23,83,56
0,"Wednesday, December 9, 2020", Wyoming, Denver,45,25,83,61
0,"Wednesday, December 9, 2020", Florida St., Indiana,33,31,69,67
0,"Wednesday, December 9, 2020", Washington, Seattle,37,22,73,41
0,"Wednesday, December 9, 2020", Arizona, Cal St. Bakersfield,46,26,85,60
0,"Monday, December 7, 2020", Hartford, Fairfield,27,30,67,54
0,"Monday, December 7, 2020", Coastal Carolina, North Carolina Central,38,32,78,71
0,"Monday, December 7, 2020", East Carolina, UNC Wilmington,51,37,88,78
0,"Monday, December 7, 2020", Eastern Kentucky, Morehead St.,28,44,71,68
0,"Wednesday, December 9, 2020", Oregon, Florida A&M,47,35,87,66
0,"Monday, December 7, 2020", Norfolk St., Hampton,38,37,76,64
0,"Tuesday, December 8, 2020", Morgan St., Iona,38,38,83,72
0,"Friday, December 18, 2020", Southern Illinois, North Dakota,29,25,62,50
0,"Monday, December 7, 2020", Southeast Missouri St., Lipscomb,39,37,82,77
0,"Monday, December 7, 2020", UC Santa Barbara, Loyola Marymount,34,24,69,58
0,"Monday, December 7, 2020", Arizona, Northern Arizona,53,27,96,53
0,"Saturday, January 2, 2021", Evansville, Northern Iowa,32,28,65,61
