,Date,Home Team,Away Team,Home 1H Points,Away 1H Points,Home Full Points,Away Full Points
0,"Saturday, December 8, 2012", Arkansas St., St. Bonaventure,42,28,73,70
0,"Saturday, December 8, 2012", Duke, Temple,46,32,90,67
0,"Saturday, December 8, 2012", West Virginia, Virginia Tech,30,24,68,67
0,"Saturday, December 8, 2012", Virginia, Mississippi Valley St.,36,22,67,39
0,"Saturday, December 8, 2012", Holy Cross, Dartmouth,31,22,67,56
0,"Saturday, December 8, 2012", Oregon St., Grambling St.,46,22,85,54
0,"Saturday, December 8, 2012", Oklahoma St., Missouri St.,34,13,62,42
0,"Saturday, December 8, 2012", Western Kentucky, IUPUI,34,25,77,57
0,"Saturday, December 8, 2012", Air Force, Arkansas Pine Bluff,25,31,65,49
0,"Saturday, December 8, 2012", Penn St., Army,40,28,78,70
0,"Saturday, December 8, 2012", Western Carolina, Appalachian St.,26,36,70,64
0,"Saturday, December 8, 2012", Middle Tennessee, Mississippi,33,29,65,62
0,"Saturday, December 8, 2012", UCLA, Texas,30,32,65,63
0,"Saturday, December 8, 2012", Oregon, Idaho St.,54,16,87,35
0,"Saturday, December 8, 2012", Houston, Texas Southern,27,35,78,75
0,"Saturday, December 8, 2012", Marquette, Wisconsin,34,20,60,50
0,"Saturday, December 8, 2012", Indiana, Central Connecticut,53,34,100,69
0,"Saturday, December 8, 2012", Central Arkansas, Southeast Missouri St.,35,42,88,85
0,"Saturday, December 8, 2012", Mercer, Alabama A&M,27,15,65,46
0,"Saturday, December 8, 2012", Pittsburgh, North Florida,41,30,89,47
0,"Saturday, December 8, 2012", Gardner Webb, Tennessee Tech,32,23,61,41
0,"Saturday, December 8, 2012", Duquesne, New Orleans,53,39,88,70
0,"Saturday, December 8, 2012", Wright St., VMI,38,28,92,59
0,"Saturday, December 8, 2012", Georgia Tech, UNC Wilmington,35,36,73,66
0,"Saturday, December 8, 2012", Eastern Kentucky, Chattanooga,18,33,63,52
0,"Saturday, December 8, 2012", La Salle, Northeastern,34,36,66,64
0,"Saturday, December 8, 2012",s, Fordham,24,27,58,47
0,"Saturday, December 8, 2012", Toledo, Eastern Illinois,21,26,67,59
0,"Saturday, December 8, 2012", Notre Dame, Brown,42,27,84,57
0,"Saturday, December 8, 2012", Seton Hall, Wake Forest,36,27,71,67
0,"Saturday, December 8, 2012", Richmond, James Madison,30,30,83,82
0,"Saturday, December 8, 2012", Marshall, Coppin St.,26,34,69,63
0,"Saturday, December 8, 2012", Syracuse, Monmouth,57,28,108,56
0,"Saturday, December 8, 2012", Davidson, Wofford,31,22,63,56
0,"Saturday, December 8, 2012", Buffalo, Niagara,37,28,77,67
0,"Saturday, December 8, 2012", San Jose St., Sacramento St.,22,28,62,57
0,"Saturday, December 8, 2012", Charlotte, Central Michigan,31,27,78,66
0,"Saturday, December 8, 2012", North Carolina, East Tennessee St.,42,12,78,55
0,"Saturday, December 8, 2012", Western Illinois, SIU Edwardsville,34,18,55,38
0,"Saturday, December 8, 2012", Butler, Northwestern,31,34,74,65
0,"Saturday, December 8, 2012", Utah Valley, Troy,34,28,86,82
0,"Saturday, December 8, 2012", Louisiana Tech, Southern Miss,24,23,65,55
0,"Saturday, December 8, 2012", North Texas, Jackson St.,32,33,83,65
0,"Saturday, December 8, 2012", Pacific, San Francisco,27,29,67,59
0,"Saturday, December 8, 2012", Illinois St., Western Michigan,42,35,85,63
0,"Saturday, December 8, 2012", Villanova, Penn,27,35,68,55
0,"Saturday, December 8, 2012", Arizona, Clemson,24,28,66,54
0,"Saturday, December 8, 2012", Wichita St., Northern Colorado,38,19,80,54
0,"Saturday, December 8, 2012", UAB, South Alabama,46,27,92,78
0,"Saturday, December 8, 2012", Nevada, Washington,26,34,76,73
0,"Saturday, December 8, 2012", Sam Houston St., Houston Baptist,25,29,69,57
0,"Saturday, December 8, 2012", Drake, IPFW,39,29,74,64
0,"Saturday, December 8, 2012", McNeese St., Louisiana Lafayette,27,30,77,72
0,"Saturday, December 8, 2012", BYU, Utah,26,35,61,58
0,"Saturday, December 8, 2012", UTEP, Idaho,32,29,64,60
0,"Saturday, December 8, 2012", Weber St., UC Irvine,33,26,65,51
0,"Saturday, December 8, 2012", Rutgers, Iona,35,23,81,73
0,"Saturday, December 8, 2012", Illinois, Gonzaga,41,41,85,74
0,"Saturday, December 8, 2012", San Diego, Tulane,35,37,78,72
0,"Saturday, December 8, 2012", Minnesota, USC,26,38,71,57
0,"Saturday, December 8, 2012", LIU Brooklyn, Hofstra,35,32,88,84
0,"Saturday, December 8, 2012", Dayton, Miami OH,37,33,83,61
0,"Saturday, December 8, 2012", Northern Iowa, George Mason,31,35,82,77
0,"Sunday, December 9, 2012", Canisius, Marist,26,43,94,82
0,"Sunday, December 9, 2012", Lafayette, Sacred Heart,34,31,72,70
0,"Sunday, December 9, 2012", FIU, Stetson,31,36,82,79
0,"Sunday, December 9, 2012", Manhattan, Siena,38,31,75,55
0,"Sunday, December 9, 2012", Columbia, American,16,20,54,42
0,"Sunday, December 9, 2012", Fairfield, Rider,33,29,65,52
0,"Sunday, December 9, 2012", Creighton, Akron,43,31,77,61
0,"Sunday, December 9, 2012", Furman, Presbyterian,26,23,81,57
0,"Sunday, December 9, 2012", Hartford, Fairleigh Dickinson,34,30,69,59
0,"Sunday, December 9, 2012", Norfolk St., UMBC,42,29,83,66
0,"Sunday, December 9, 2012", Florida St., Maine,41,27,91,59
0,"Sunday, December 9, 2012", Xavier, Kent St.,18,20,62,55
0,"Sunday, December 9, 2012", North Dakota St., North Dakota,30,24,72,52
0,"Sunday, December 9, 2012", DePaul, Milwaukee,45,27,84,50
0,"Sunday, December 9, 2012", UNLV, California,38,45,76,75
0,"Sunday, December 9, 2012", Iowa St., Nebraska Omaha,52,28,93,65
0,"Sunday, December 9, 2012", Washington St., Fresno St.,24,25,59,50
0,"Sunday, December 9, 2012", South Dakota St., Cal St. Bakersfield,38,39,69,63
0,"Monday, December 10, 2012", Georgetown, Longwood,40,24,89,53
0,"Monday, December 10, 2012", Virginia Tech, Mississippi Valley St.,30,24,70,49
0,"Monday, December 10, 2012", Navy, Bryant,28,29,69,59
0,"Monday, December 10, 2012", Louisiana Monroe, Southeastern Louisiana,24,33,68,61
0,"Monday, December 10, 2012", Seattle, Eastern Washington,30,33,75,69
0,"Monday, December 10, 2012", Detroit, Alabama St.,39,36,81,68
0,"Tuesday, December 11, 2012", Villanova,s,33,31,65,61
0,"Tuesday, December 11, 2012", Duquesne, West Virginia,23,36,60,56
0,"Tuesday, December 11, 2012", Harvard, Boston University,25,32,65,64
0,"Tuesday, December 11, 2012", Michigan, Binghamton,34,14,67,39
0,"Tuesday, December 11, 2012", Stony Brook, St. Francis NY,24,40,77,61
0,"Tuesday, December 11, 2012", Rutgers, George Washington,37,30,68,65
0,"Tuesday, December 11, 2012", NJIT, Army,16,24,69,67
0,"Tuesday, December 11, 2012", LSU, Chattanooga,42,30,80,67
0,"Tuesday, December 11, 2012", Louisiana Lafayette, Lamar,37,19,77,60
0,"Tuesday, December 11, 2012", Auburn, Grambling St.,27,15,92,42
0,"Tuesday, December 11, 2012", Illinois, Norfolk St.,32,29,64,54
0,"Tuesday, December 11, 2012", Minnesota, North Dakota St.,37,26,70,57
0,"Tuesday, December 11, 2012", Santa Clara, San Jose St.,25,44,75,54
0,"Tuesday, December 11, 2012",s, Jackson St.,52,32,120,67
0,"Tuesday, December 11, 2012", Nevada, Cal Poly,40,25,69,56
0,"Wednesday, December 12, 2012", Fairfield, Milwaukee,23,21,62,46
0,"Wednesday, December 12, 2012", Ohio St., Savannah St.,42,18,85,45
0,"Wednesday, December 12, 2012", UCF, Bethune Cookman,38,28,72,62
0,"Wednesday, December 12, 2012", Albany, South Carolina St.,26,31,70,61
0,"Wednesday, December 12, 2012", Coppin St., UMBC,30,41,80,61
0,"Wednesday, December 12, 2012", Vermont, Dartmouth,29,27,52,50
0,"Wednesday, December 12, 2012", Temple, Towson,32,26,72,61
0,"Wednesday, December 12, 2012", Niagara, Hartford,37,20,75,59
0,"Wednesday, December 12, 2012", LIU Brooklyn, Rice,45,51,97,70
0,"Wednesday, December 12, 2012", New Orleans, Nicholls St.,41,36,79,76
0,"Wednesday, December 12, 2012", Maryland, Monmouth,31,21,71,38
0,"Wednesday, December 12, 2012", McNeese St., Louisiana Tech,36,37,80,72
0,"Wednesday, December 12, 2012", DePaul, Arizona St.,33,42,78,61
0,"Wednesday, December 12, 2012", Wisconsin, Green Bay,27,23,65,54
0,"Wednesday, December 12, 2012", Baylor, Lamar,38,31,85,68
0,"Wednesday, December 12, 2012", Oregon St., Portland St.,26,32,79,74
0,"Wednesday, December 12, 2012", Colorado, Fresno St.,17,27,50,43
0,"Thursday, December 13, 2012", Florida Gulf Coast, FIU,43,31,76,73
0,"Thursday, December 13, 2012", North Carolina A&T, NJIT,41,36,76,71
0,"Thursday, December 13, 2012", Southern, Louisiana Monroe,21,32,68,39
0,"Thursday, December 13, 2012", UT Arlington, Houston Baptist,47,21,81,47
0,"Thursday, December 13, 2012", Alabama St., Troy,42,36,74,68
0,"Thursday, December 13, 2012", Washington, Seattle,27,49,87,74
0,"Thursday, December 13, 2012", Washington St., Jackson St.,26,21,52,41
0,"Thursday, December 13, 2012", Cal St. Fullerton, Idaho St.,27,20,66,53
0,"Thursday, December 13, 2012", Tennessee, Wichita St.,30,28,69,60
0,"Thursday, December 13, 2012", Belmont, Middle Tennessee,30,26,64,49
0,"Friday, December 14, 2012", UCF, Old Dominion,30,36,75,71
0,"Friday, December 14, 2012", Army, Maine,54,28,96,67
0,"Friday, December 14, 2012", Miami FL, Charlotte,33,22,77,46
0,"Friday, December 14, 2012", Mississippi, East Tennessee St.,33,22,77,55
0,"Friday, December 14, 2012", Boise St., LSU,43,30,89,70
0,"Saturday, December 15, 2012", Ohio St., UNC Asheville,50,35,90,72
0,"Saturday, December 15, 2012", Iona, Georgia,36,35,81,78
0,"Saturday, December 15, 2012", North Carolina, East Carolina,42,26,93,87
0,"Saturday, December 15, 2012", Kentucky, Lipscomb,43,29,88,50
0,"Saturday, December 15, 2012", Saint Louis, Tennessee Martin,45,28,73,51
0,"Saturday, December 15, 2012", Auburn, Furman,35,20,64,50
0,"Saturday, December 15, 2012", Illinois Chicago, Eastern Michigan,24,19,74,48
0,"Saturday, December 15, 2012", Rhode Island, SMU,29,27,72,50
0,"Saturday, December 15, 2012", St. Bonaventure, Cleveland St.,48,26,87,53
0,"Saturday, December 15, 2012", Wright St., Hofstra,27,36,63,57
0,"Saturday, December 15, 2012", Cincinnati, Marshall,25,29,72,56
0,"Saturday, December 15, 2012", Winthrop, Ohio,25,20,50,49
0,"Saturday, December 15, 2012", Oklahoma, Texas A&M,28,27,64,54
0,"Saturday, December 15, 2012", Georgia Southern, Virginia Tech,27,35,78,73
0,"Saturday, December 15, 2012", Penn St., Delaware St.,37,29,80,76
0,"Saturday, December 15, 2012", Marquette, Savannah St.,34,26,71,51
0,"Saturday, December 15, 2012", Butler, Indiana,37,33,88,86
0,"Saturday, December 15, 2012", Evansville, Alabama St.,46,29,80,67
0,"Saturday, December 15, 2012", Iowa, Northern Iowa,32,40,80,73
0,"Saturday, December 15, 2012", Louisville, Memphis,35,28,87,78
0,"Saturday, December 15, 2012", Fordham, Princeton,26,28,63,60
0,"Saturday, December 15, 2012", Arizona St., Dartmouth,31,21,61,42
0,"Saturday, December 15, 2012", San Diego St., San Diego,39,26,72,56
0,"Saturday, December 15, 2012", Arkansas Little Rock, Tulsa,39,28,72,65
0,"Saturday, December 15, 2012", VCU, Alabama,33,18,73,54
0,"Saturday, December 15, 2012", Wagner, Coppin St.,23,28,77,65
0,"Saturday, December 15, 2012", Howard, Liberty,25,32,60,53
0,"Saturday, December 15, 2012", Oregon, Nebraska,27,18,60,38
0,"Saturday, December 15, 2012", Notre Dame, Purdue,39,31,81,68
0,"Saturday, December 15, 2012", Iowa St., Drake,37,33,86,77
0,"Saturday, December 15, 2012", Stanford, UC Davis,40,29,75,52
0,"Saturday, December 15, 2012",s, St. Francis NY,45,35,77,60
0,"Saturday, December 15, 2012", New Mexico, New Mexico St.,39,32,73,58
0,"Saturday, December 15, 2012", Richmond, Stetson,28,25,76,57
0,"Saturday, December 15, 2012", Denver, Nebraska Omaha,45,15,82,47
0,"Saturday, December 15, 2012", Nevada, San Francisco,26,27,59,51
0,"Saturday, December 15, 2012", North Dakota St., Towson,25,28,65,48
0,"Saturday, December 15, 2012", Jacksonville St., Presbyterian,22,19,66,59
0,"Saturday, December 15, 2012", Bucknell, La Salle,41,29,74,66
0,"Saturday, December 15, 2012", N.C. State, Norfolk St.,38,25,84,62
0,"Saturday, December 15, 2012", Pittsburgh, Bethune Cookman,44,24,89,40
0,"Saturday, December 15, 2012", Gardner Webb, The Citadel,23,26,71,58
0,"Saturday, December 15, 2012", Clemson, Florida A&M,41,31,80,57
0,"Saturday, December 15, 2012", Indiana St., IUPUI,30,36,75,61
0,"Saturday, December 15, 2012", USC, UC Riverside,39,12,70,26
0,"Saturday, December 15, 2012", Robert Morris, Duquesne,31,30,91,69
0,"Saturday, December 15, 2012", Syracuse, Canisius,35,32,85,61
0,"Saturday, December 15, 2012", Davidson, UNC Wilmington,35,23,77,61
0,"Saturday, December 15, 2012", Kansas, Belmont,44,28,89,60
0,"Saturday, December 15, 2012", Washington, Jackson St.,40,34,75,67
0,"Saturday, December 15, 2012", Southern Miss, Grambling St.,50,21,93,45
0,"Saturday, December 15, 2012", Texas Pan American, Lamar,27,31,75,70
0,"Saturday, December 15, 2012", Hartford, Rice,27,27,58,51
0,"Saturday, December 15, 2012", Troy, Georgia St.,30,16,57,56
0,"Saturday, December 15, 2012", Santa Clara, Pacific,30,27,75,71
0,"Saturday, December 15, 2012", Southern Illinois, Green Bay,41,37,72,70
0,"Saturday, December 15, 2012", Vanderbilt, Alabama A&M,31,22,71,46
0,"Saturday, December 15, 2012", Tennessee Tech, Milwaukee,31,35,69,58
0,"Saturday, December 15, 2012", Houston, Louisiana Lafayette,45,29,85,63
0,"Saturday, December 15, 2012", Sam Houston St., Samford,30,38,73,57
0,"Saturday, December 15, 2012", Loyola Chicago, Mississippi St.,34,20,59,51
0,"Saturday, December 15, 2012", Texas, Texas St.,36,25,75,63
0,"Saturday, December 15, 2012", Ball St., South Dakota,24,29,80,73
0,"Saturday, December 15, 2012", Arkansas, Alcorn St.,53,24,97,59
0,"Saturday, December 15, 2012", Michigan, West Virginia,32,43,81,66
0,"Saturday, December 15, 2012", Valparaiso, Missouri St.,26,24,62,54
0,"Saturday, December 15, 2012", UCLA, Prairie View A&M,46,23,95,53
0,"Saturday, December 15, 2012", Gonzaga, Kansas St.,27,26,68,52
0,"Saturday, December 15, 2012", BYU, Weber St.,26,36,78,68
0,"Saturday, December 15, 2012", South Dakota St., Montana,22,25,68,67
0,"Saturday, December 15, 2012", Utah St., Utah Valley,32,36,69,63
0,"Saturday, December 15, 2012", UC Irvine, Fresno St.,23,19,58,51
0,"Saturday, December 15, 2012", Arizona, Florida,29,32,65,64
0,"Saturday, December 15, 2012", Creighton, California,29,34,74,64
0,"Saturday, December 15, 2012", Georgetown, Western Carolina,42,30,81,68
0,"Saturday, December 15, 2012", Dayton, Florida Atlantic,37,23,81,56
0,"Saturday, December 15, 2012", Loyola MD,s,40,18,79,57
0,"Saturday, December 15, 2012", Massachusetts, Elon,33,33,78,73
0,"Saturday, December 15, 2012", Detroit, Akron,33,36,80,73
0,"Sunday, December 16, 2012", Rutgers, UAB,50,33,88,79
0,"Sunday, December 16, 2012", Seton Hall, North Carolina A&T,39,29,77,66
0,"Sunday, December 16, 2012", Boston College, New Hampshire,23,31,61,59
0,"Sunday, December 16, 2012", Boston University, Quinnipiac,26,28,69,62
0,"Sunday, December 16, 2012", North Texas, Southeastern Louisiana,19,18,45,40
0,"Sunday, December 16, 2012", Marist, Maine,48,31,94,69
0,"Sunday, December 16, 2012", James Madison, UNC Greensboro,49,29,85,73
0,"Sunday, December 16, 2012", Niagara, Vermont,19,18,68,58
0,"Sunday, December 16, 2012", Appalachian St., UMKC,32,33,81,71
0,"Sunday, December 16, 2012", Western Michigan, High Point,16,37,70,64
0,"Sunday, December 16, 2012", Mercer, Chattanooga,22,33,63,53
0,"Sunday, December 16, 2012", Cal St. Fullerton, Texas Southern,37,32,93,86
0,"Sunday, December 16, 2012", Murray St., Western Kentucky,33,28,75,70
0,"Sunday, December 16, 2012", Arkansas St., Austin Peay,24,29,69,57
0,"Sunday, December 16, 2012", Villanova, Delaware,32,28,75,65
0,"Sunday, December 16, 2012", Charlotte, Kennesaw St.,33,33,66,52
0,"Sunday, December 16, 2012", Oklahoma St., Central Arkansas,42,30,91,63
0,"Sunday, December 16, 2012", Fairfield, Drexel,28,25,69,58
0,"Sunday, December 16, 2012", DePaul, Northern Illinois,33,31,69,64
0,"Sunday, December 16, 2012", South Alabama, Texas A&M Corpus Chris,37,26,74,69
0,"Sunday, December 16, 2012", Illinois St., Morgan St.,47,29,87,68
0,"Sunday, December 16, 2012", Illinois, Eastern Kentucky,25,20,66,53
0,"Sunday, December 16, 2012", Oregon St., Chicago St.,44,36,87,77
0,"Sunday, December 16, 2012", McNeese St., Texas Tech,37,32,80,75
0,"Sunday, December 16, 2012", Central Michigan, Pepperdine,30,32,80,77
0,"Sunday, December 16, 2012", LIU Brooklyn, Manhattan,31,26,75,48
0,"Monday, December 17, 2012", Connecticut, Maryland Eastern Shore,39,27,84,50
0,"Monday, December 17, 2012", Northwestern, Texas St.,37,39,74,68
0,"Monday, December 17, 2012", Georgia Tech, Alabama St.,40,20,75,41
0,"Monday, December 17, 2012", Canisius, Longwood,39,28,82,54
0,"Monday, December 17, 2012", Notre Dame, IPFW,40,28,74,62
0,"Monday, December 17, 2012", UNLV, UTEP,22,31,62,60
0,"Monday, December 17, 2012", Bucknell, St. Francis PA,19,42,76,49
0,"Monday, December 17, 2012", Syracuse, Detroit,40,21,72,68
0,"Monday, December 17, 2012", Oakland, Valparaiso,34,32,70,68
0,"Monday, December 17, 2012", Missouri, South Carolina St.,49,18,102,51
0,"Monday, December 17, 2012", Louisiana Tech, Arkansas Little Rock,42,39,75,73
0,"Monday, December 17, 2012", Baylor, USC Upstate,29,27,73,57
0,"Monday, December 17, 2012", Florida St., Louisiana Monroe,30,25,63,48
0,"Monday, December 17, 2012", Bradley, Georgia Southern,29,18,62,43
0,"Monday, December 17, 2012", Southern Illinois, New Orleans,30,28,74,61
0,"Monday, December 17, 2012", Northern Arizona, Montana St.,46,28,87,80
0,"Monday, December 17, 2012", Colorado St., North Florida,39,32,83,55
0,"Monday, December 17, 2012", Vanderbilt, Cornell,36,24,66,55
0,"Monday, December 17, 2012", Southern Utah, North Dakota,39,33,79,67
0,"Monday, December 17, 2012", UC Davis, Eastern Washington,40,32,87,65
0,"Monday, December 17, 2012", Santa Clara, Cal Poly,31,29,72,64
0,"Monday, December 17, 2012", Jackson St., Seattle,37,35,91,82
0,"Monday, December 17, 2012", Portland, Cal St. Bakersfield,29,22,69,51
0,"Tuesday, December 18, 2012", East Carolina, Gardner Webb,32,27,62,60
0,"Tuesday, December 18, 2012", Ohio St., Winthrop,31,30,65,55
0,"Tuesday, December 18, 2012", South Florida, Youngstown St.,33,33,72,54
0,"Tuesday, December 18, 2012", Michigan St., Bowling Green,29,34,64,53
0,"Tuesday, December 18, 2012", Georgia, Mercer,26,20,58,49
0,"Tuesday, December 18, 2012", Texas A&M, Texas A&M Corpus Chris,39,25,66,54
0,"Tuesday, December 18, 2012", Stony Brook, Sacred Heart,24,31,64,59
0,"Tuesday, December 18, 2012", Charleston Southern, East Tennessee St.,18,37,72,51
0,"Tuesday, December 18, 2012", UNC Asheville, Northeastern,29,31,79,73
0,"Tuesday, December 18, 2012", Purdue, Ball St.,27,21,66,56
0,"Tuesday, December 18, 2012", Wake Forest, Furman,37,30,79,55
0,"Tuesday, December 18, 2012", Iona, Liberty,43,37,87,69
0,"Tuesday, December 18, 2012", Hampton, American,26,26,72,65
0,"Tuesday, December 18, 2012", Southern Miss, Georgia St.,34,31,69,67
0,"Tuesday, December 18, 2012", Stetson, Florida Atlantic,41,32,69,68
0,"Tuesday, December 18, 2012", Providence, Colgate,39,28,79,45
0,"Tuesday, December 18, 2012", Kansas, Richmond,39,18,87,59
0,"Tuesday, December 18, 2012", Wofford, Jacksonville,34,47,94,52
0,"Tuesday, December 18, 2012", College of Charleston, Old Dominion,28,28,76,65
0,"Tuesday, December 18, 2012", Lipscomb, Austin Peay,44,44,87,84
0,"Tuesday, December 18, 2012", Western Illinois, Illinois Chicago,25,27,70,54
0,"Tuesday, December 18, 2012", Miami FL, UCF,21,37,72,50
0,"Tuesday, December 18, 2012", Middle Tennessee, Tennessee St.,43,20,77,48
0,"Tuesday, December 18, 2012", Stephen F. Austin, Oklahoma,30,26,56,55
0,"Tuesday, December 18, 2012", Alabama A&M, Missouri St.,26,23,59,47
0,"Tuesday, December 18, 2012", Robert Morris, Louisiana Lafayette,34,40,66,61
0,"Tuesday, December 18, 2012", Auburn, Tennessee Tech,38,21,81,62
0,"Tuesday, December 18, 2012", VCU, Western Kentucky,42,16,76,44
0,"Tuesday, December 18, 2012", N.C. State, Stanford,43,38,88,79
0,"Tuesday, December 18, 2012", Arizona, Oral Roberts,45,31,89,64
0,"Tuesday, December 18, 2012", Utah, SMU,31,28,62,53
0,"Tuesday, December 18, 2012", Nebraska, Jacksonville St.,29,22,59,55
0,"Tuesday, December 18, 2012", Holy Cross, San Francisco,36,43,73,63
0,"Tuesday, December 18, 2012", LSU, UC Irvine,26,34,66,60
0,"Tuesday, December 18, 2012", UCLA, Long Beach St.,47,38,89,70
0,"Tuesday, December 18, 2012", California, UC Santa Barbara,32,22,68,59
0,"Tuesday, December 18, 2012", Tennessee, Presbyterian,43,13,78,62
0,"Tuesday, December 18, 2012", Akron, Arkansas Pine Bluff,34,21,76,46
0,"Tuesday, December 18, 2012", TCU, Southern,35,31,68,57
0,"Tuesday, December 18, 2012", Kansas St., Texas Southern,35,31,78,69
0,"Tuesday, December 18, 2012", Wyoming, Denver,30,24,71,61
0,"Wednesday, December 19, 2012", South Carolina, Appalachian St.,37,35,74,69
0,"Wednesday, December 19, 2012",s, LIU Brooklyn,39,35,80,67
0,"Wednesday, December 19, 2012", UNC Wilmington, UNC Greensboro,49,28,87,73
0,"Wednesday, December 19, 2012", Florida, Southeastern Louisiana,43,26,82,43
0,"Wednesday, December 19, 2012", Bucknell, Marist,37,37,71,65
0,"Wednesday, December 19, 2012", St. Bonaventure, The Citadel,43,28,97,57
0,"Wednesday, December 19, 2012", Seton Hall, Longwood,46,25,79,61
0,"Wednesday, December 19, 2012", Pittsburgh, Delaware St.,31,27,71,43
0,"Wednesday, December 19, 2012", Duquesne, Western Michigan,36,32,71,66
0,"Wednesday, December 19, 2012", Canisius, Temple,36,28,72,62
0,"Wednesday, December 19, 2012", Louisville, FIU,41,27,79,55
0,"Wednesday, December 19, 2012", Notre Dame, Kennesaw St.,34,28,85,57
0,"Wednesday, December 19, 2012", Coastal Carolina, Clemson,27,19,69,46
0,"Wednesday, December 19, 2012", Marshall, Savannah St.,27,25,64,48
0,"Wednesday, December 19, 2012", North Carolina A&T, Eastern Kentucky,29,37,78,67
0,"Wednesday, December 19, 2012", Duke, Cornell,41,30,88,47
0,"Wednesday, December 19, 2012", Indiana,s,46,29,93,54
0,"Wednesday, December 19, 2012", Coppin St., Towson,22,24,64,61
0,"Wednesday, December 19, 2012", Massachusetts, Ohio,48,40,85,76
0,"Wednesday, December 19, 2012", Charlotte, Radford,38,19,68,52
0,"Wednesday, December 19, 2012", Alabama, Texas Tech,27,43,66,62
0,"Wednesday, December 19, 2012", Rice, Chicago St.,26,25,63,60
0,"Wednesday, December 19, 2012", Samford, Tennessee Martin,30,36,75,62
0,"Wednesday, December 19, 2012", Southeast Missouri St., New Orleans,42,39,94,71
0,"Wednesday, December 19, 2012", Green Bay, Marquette,29,31,49,47
0,"Wednesday, December 19, 2012", Wright St., Miami OH,21,21,67,59
0,"Wednesday, December 19, 2012", Oklahoma St., UT Arlington,36,17,69,44
0,"Wednesday, December 19, 2012", UTEP, Oregon,33,26,91,84
0,"Wednesday, December 19, 2012", South Dakota, Morehead St.,40,31,85,75
0,"Wednesday, December 19, 2012", Belmont, South Dakota St.,26,22,76,49
0,"Wednesday, December 19, 2012", Bradley, Mississippi Valley St.,30,21,77,42
0,"Wednesday, December 19, 2012", Iowa St., UMKC,29,30,76,61
0,"Wednesday, December 19, 2012", Drake, North Carolina Central,41,37,72,69
0,"Wednesday, December 19, 2012", Creighton, Tulsa,38,20,71,54
0,"Wednesday, December 19, 2012", Montana, Northern Arizona,33,29,62,56
0,"Wednesday, December 19, 2012", Murray St., Arkansas St.,27,26,61,54
0,"Wednesday, December 19, 2012", West Virginia, Oakland,37,39,76,71
0,"Wednesday, December 19, 2012", New Mexico, New Mexico St.,32,34,68,63
0,"Wednesday, December 19, 2012", Colorado St., Cal St. Bakersfield,34,35,78,58
0,"Wednesday, December 19, 2012", Gonzaga, Campbell,49,24,74,52
0,"Wednesday, December 19, 2012", Texas, North Carolina,46,33,85,67
